evidence_id,source_md,source_anchor,inference_level_current,strict_substring_hit,phrase_total,phrase_hits,phrase_hit_rate,best_span_excerpt,source_md_span_start,source_md_span_end,line_no,original_section_heading,adjudication_status,inference_level_recommended,recommendation_warning,adjudicator,rationale
EV-KP-service_judgment-repeat-purchase-replenish,Q7Q12-搭配陈列业务包/门店接客场景包.md,二、10. repeat_purchase_replenish + 三、2）断码可救 + 三、5）必须先问再推,low,false,9,9,1.0,"先问她上次满意的是版型,长度,面料,颜色,还是穿着场景. 最容易卡住:",2239,2274,171,,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-service_judgment-second-third-set-blocker,Q7Q12-搭配陈列业务包/门店接客场景包.md,三、1）最容易卡在第二/第三套推荐的场景正式冻结,direct_quote,true,8,8,1.0,"1)最容易卡在第二套 / 第三套推荐的场景,正式冻结为 5 类 urgent_full_look(应急一身型) shape_correction(显瘦修身型) ",2341,2502,181,,direct_quote_verified,direct_quote,,auto,字面在原 MD（空白+标点归一）
EV-KP-service_judgment-shape-correction,Q7Q12-搭配陈列业务包/门店接客场景包.md,二、4. shape_correction + 三、3）断码不救,low,false,13,13,1.0,"先定位她最在意的身体部位,再确认她能接受的松量,长度,腰线和露肤点. 最容易卡住:",1149,1190,76,,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-service_judgment-urgent-full-look,Q7Q12-搭配陈列业务包/门店接客场景包.md,二、1. urgent_full_look + 三、1）卡在第二/第三套 + 三、3）断码不救,low,false,9,9,1.0,"第二套,第三套.第一套只是""能去"",第二套才决定""像不像她自己"". 库存不理想怎么转向:",654,698,33,,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-service_judgment-weekend-social,Q7Q12-搭配陈列业务包/门店接客场景包.md,二、3. weekend_social + 三、4）先陈列后开口,low,false,10,10,1.0,"先问是见朋友,见对象,见家人,想要松弛,精致还是显气色. 最容易卡住:",981,1016,61,,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-greeting-format-lock,Q7Q12-搭配陈列业务包/门店接客场景包.md,四、TrainingMaterial 承接方式正式冻结,low,false,11,11,1.0,"围绕这 10 类接客场景,首批培训只做 4 种格式: branching_scenario(分支情境训练) do_dont_contrast(Do/Don't ",3102,3243,211,,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-service_judgment-private-outlet-needs-sales-associate-base,Q4-人设种子/phase-3-Q4-首批Persona-RoleProfile清单.md,六、6.2,low,false,10,10,1.0,"导购人设如果没有对应的岗位知识底座,私域内容生成就会空心.这在 Q3 新增 ",7062,7100,237,6.2 为什么 `sales_associate`（门店店员 / 导购）必须补进首批 7 个岗位,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-founder-profile-brand-unique-layer,Q4-人设种子/phase-3-Q4-首批Persona-RoleProfile清单.md,一、1.1 + 二、2.1 + 六、6.3,low,false,12,12,1.0,"对象性质不同,权限边界不同,服务题材不同,不能为了表面对称而把它硬塞进通用 ",2184,2222,87,说明,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-founder-profile-soft-use-no-rename,Q4-人设种子/phase-3-Q4-首批Persona-RoleProfile清单.md,二、2.1 说明,low,false,10,10,1.0,"对于""没有明显创始人文化""的品牌(老板不愿出镜 / 加工厂转型品牌 / 多人合伙无单一创始人),",2322,2370,89,说明,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-persona-vs-roleprofile-layering,Q4-人设种子/phase-3-Q4-首批Persona-RoleProfile清单.md,六、6.1 + 四、说明,low,false,12,12,1.0,"少量高频,可持续,可被 Prompt / Skill / 运营反复调用的",6741,6777,229,"6.1 为什么不是""一岗位一人设""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-roleprofile-not-speaking-shell,Q4-人设种子/phase-3-Q4-首批Persona-RoleProfile清单.md,四、说明 + 六、6.2,low,false,8,7,0.875,"(岗位画像)是具体岗位知识来源,不是""说话身份壳"".它的职责是为通用 ",4052,4087,138,四、首批 RoleProfile（岗位画像）清单,paraphrase_located,low,,auto,phrase 命中率 88% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-persona-six-field-shell,Q4-人设种子/phase-3-Q4-参数级填充清单.md,三、字段层参数清单,low,false,11,11,1.0,phase-3-内容生产核心思想落盘方案.md:215-263,2209,2240,7,参数级填充清单：Q4 部分,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-persona-field-fill-state,Q4-人设种子/phase-3-Q4-参数级填充清单.md,三、字段层参数清单 + 八、总表,low,false,8,7,0.875,"要做的不是再提新想法,而是把 Q4 当前所有参数拆成三类: ",1357,1387,29,零、本文件解决什么问题,paraphrase_located,low,,auto,phrase 命中率 88% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-compatible-with-edge-properties,Q4-人设种子/phase-3-Q4-参数级填充清单.md,八 · 字段口径,low,false,7,7,1.0,reason = string,13380,13395,321,8.1 已冻结（Frozen）,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-service_judgment-platform-derivation-not-source,Q4-人设种子/phase-3-Q4-参数级填充清单.md,五 + 范围约束,low,false,13,13,1.0,(:System)-[:SUPPORTS_PLATFORM {tier}]->(:PlatformTone / :PrivateOutletChannel),1044,1122,17,参数级填充清单：Q4 部分,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-service_judgment-frontline-cover-public-and-private,Q4-人设种子/phase-3-Q4-参数级填充清单.md,5.4,low,false,4,4,1.0,"凡首批与导购 / 门店经营强相关的内容线,其派生视图必须同时覆盖公域分发位与私域出口位,不得只做公域",10293,10343,228,5.4 强规则（冷启动唯一硬约束）,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-service_judgment-derivation-formula-eight-row,Q4-人设种子/phase-3-Q4-参数级填充清单.md,5.2 + 5.3,low,false,22,22,1.0,tier = P2_cross_post_only,9914,9939,206,5.2 派生公式（已冻结）,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-store-manager-rhythm-first,Q7Q12-搭配陈列业务包/岗位手感与一线判断包.md,五、1. store_manager（门店店长）,low,false,16,16,1.0,"老店长不是先看""这件衣服漂不漂亮"",而是先看今天这家店的节奏顺不顺. 先看货场有没有主次,再看店员有没有站位,再看顾客有没有停顿,最后看后场和库存能不能接住.",1326,1405,92,,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-warehouse-supervisor-fact-not-promise,Q7Q12-搭配陈列业务包/岗位手感与一线判断包.md,五、2. warehouse_supervisor（仓库主管）,low,false,12,12,1.0,"仓库主管的手感不在""会整理"",而在能不能让前场承诺和后场事实对得上. ",1801,1836,120,,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-designer-locate-defect-source,Q7Q12-搭配陈列业务包/岗位手感与一线判断包.md,五、4. designer（设计师）,low,false,14,14,1.0,"设计师的手感不是""会想"",而是知道一件衣服的问题到底出在版型,面料还是细节. 她要能判断:什么看起来好看但上身不成立,什么灵感适合品牌,什么必须砍掉. ",2952,3028,190,,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-sample-worker-rework-as-judgment,Q7Q12-搭配陈列业务包/岗位手感与一线判断包.md,五、5. sample_worker（样衣工）,low,false,15,15,1.0,"样衣工的手感最能把""专业""从嘴上拉回手上. 这个岗位看的是:哪种设计一看就知道难做,哪一步最容易翻车,哪种缝法会让成衣质感直接掉下去. ",3398,3466,215,,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-merch-director-stylable-not-sellable,Q7Q12-搭配陈列业务包/岗位手感与一线判断包.md,五、7. merchandising_director（商品总监）,low,false,20,20,1.0,"商品总监的手感在于:把好看,能卖,可补,可推,适合门店,这几件事同时放在一张图上看. 这个岗位不只看款,还看深浅,结构,上新节奏,动销,滞销,门店反馈. ",4207,4284,265,,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-inventory_rescue-customer-priority-six-axes,Q7Q12-搭配陈列业务包/库存与替代包.md,五、5.1 接客优先级,low,false,10,10,1.0,→ silhouette_match(廓形像不像) → color_family_match(色群近不近),2739,2792,246,,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-inventory_rescue-display-priority-five-axes,Q7Q12-搭配陈列业务包/库存与替代包.md,五、5.2 陈列优先级,low,false,12,12,1.0,→ color_story_match(色群叙事是否仍成立) → silhouette_layer_match(层次是否还成立),2917,2981,247,,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-inventory_rescue-hard-block-five-conditions,Q7Q12-搭配陈列业务包/库存与替代包.md,四、4.1 hard_block H1-H5,low,false,19,19,1.0, H5 trust_damage_substitution(替代会明显伤信任),2332,2371,-1,,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-inventory_rescue-match-result-output-shape,Q7Q12-搭配陈列业务包/库存与替代包.md,十一、inventory_match_result + 状态枚举,low,false,16,16,1.0,inventory_match_result(库存匹配结果),5253,5283,7,,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-inventory_rescue-shallow-vs-deep-sensing,Q7Q12-搭配陈列业务包/库存与替代包.md,七、inventory_sensing_boundary,low,false,10,9,0.9,"只能做""过滤"",做不了""前线动作指导"". 7.2 deep_inventory_sensing",3652,3699,327,,paraphrase_located,low,,auto,phrase 命中率 90% ≥ 30%（有原文痕迹）
EV-KP-inventory_rescue-soft-substitute-four-paths,Q7Q12-搭配陈列业务包/库存与替代包.md,四、4.2 soft_substitute R1-R4,low,false,9,9,1.0, R3 same_occasion_same_silhouette(同场景同廓形异款),2523,2566,-1,,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-inventory_rescue-state-catalog-six-states,Q7Q12-搭配陈列业务包/库存与替代包.md,三、inventory_state_catalog S1-S6 + 十四、A,low,false,12,12,1.0,inventory_state_catalog(库存状态清单) S1 size_complete(尺码齐全),681,735,7,,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-inventory_rescue-three-sentence-discipline,Q7Q12-搭配陈列业务包/库存与替代包.md,十三、13.1 + 13.2,direct_quote,true,8,8,1.0,"13.1 三句话纪律 第一句,先讲事实,不先讲神话. 第二句,能救场就救场,不能救场就转向. 第三句,转向不了就放弃,不拿信任换一单. 13.2 三个禁止 禁止",5958,6083,472,,direct_quote_verified,direct_quote,,auto,字面在原 MD（空白+标点归一）
EV-KP-product_attribute-persona-three-shell-coverage,Q4-人设种子/phase-3-Q4-三套通用Persona首批卡片.md,卡片1/2/3 元数据 + 本稿结论,low,false,6,6,1.0," 设计,打样,工艺,面料,版型,商品判断与专业叙事",6901,6926,323,元数据,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-persona-shell-not-equal-role,Q4-人设种子/phase-3-Q4-三套通用Persona首批卡片.md,卡片 1/2/3 §1 + §2.1,low,false,14,13,0.9286," 是通用 Persona 壳,不宜硬填成单一岗位;冷启动阶段由其挂接岗位共同支撑",2308,2348,77,2.1 `role_type`（岗位类型）,paraphrase_located,low,,auto,phrase 命中率 93% ≥ 30%（有原文痕迹）
EV-KP-training_unit-persona-anti-pattern-checklist,Q4-人设种子/phase-3-Q4-三套通用Persona首批卡片.md,卡片 1/2/3 §4 最怕写成,low,false,15,15,1.0,product_professional,6585,6605,290,3. 这张卡最适合支撑什么内容,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-collect-real-action-before-script,Q4-人设种子/phase-3-Q4-首批岗位知识素材清单.md,二、2.1,low,false,5,5,1.0," 否则最容易采到一堆漂亮口号,最后填不出 ",2144,2165,-1,,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-evidence-shape-four-types,Q4-人设种子/phase-3-Q4-首批岗位知识素材清单.md,二、2.4,low,false,5,5,1.0," 没有证据形态,只剩转述总结,可信度会大幅下降.",2801,2825,-1,,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-collect-failure-not-only-success,Q4-人设种子/phase-3-Q4-首批岗位知识素材清单.md,二、2.5,low,false,8,8,1.0,"如果素材全是""标准答案""和""成功案例"",系统会长出很重的 AI 味.",2861,2895,128,"2.5 先收""失败 / 犹豫 / 卡住""，不要只收""做得好""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-role-material-five-kinds-minimum,Q4-人设种子/phase-3-Q4-首批岗位知识素材清单.md,二、2.6 + 七、结论,low,false,11,11,1.0,(岗位画像)至少要准备以下 5 类素材: 1. ,3069,3093,140,2.6 一岗至少准备 5 类素材,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-cold-start-role-priority-frontline,Q4-人设种子/phase-3-Q4-首批岗位知识素材清单.md,四、4.1 + 4.2,low,false,22,22,1.0,"这 4 个岗位一旦有了最小素材包,三套通用 ",8030,8052,627,为什么是这 4 个先行,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-engine-card-vs-play-card-shell,Q2-内容类型种子/_shared-narrative-engines-v0.1.md,与 13 份 ContentType 交付物的关键差异点,low,false,5,5,1.0, 引擎卡:10 字段(出处/原理/为什么高级/降维执行/分镜/服装适配/可调用ContentType/可行性/AI/备注) ,34316,34378,609,与 13 份 ContentType 交付物的关键差异点,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-play-card-scenario-tag-three-values,Q2-内容类型种子/_shared-narrative-engines-v0.1.md,§H.2 β 适用场景标签,low,false,15,15,1.0,"为每张玩法卡(C1/C2/C3)标注其""业务层归属"",AI 生成时按当前业务场景筛选玩法 ",25392,25437,476,H.2 β 适用场景标签 (β Scenario Tag) — **M7 用户裁决：升共享层**,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-play-card-tier-three-values,Q2-内容类型种子/_shared-narrative-engines-v0.1.md,§J.1 玩法分级标准,low,false,9,9,1.0, 1 人 + 手机 + ≤ 200 元 + ≤ 4 小时(基线),29944,29976,551,J.1 玩法分级标准 (Play-Card Tier Standard) — M3 用户裁决,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-storyboard-30s-dual-decoding,Q2-内容类型种子/_shared-narrative-engines-v0.1.md,§J.3 字段语义映射标准,low,false,10,10,1.0,0-5 秒 / 5-10 秒 / 10-22 秒 / 22-30 秒 四段分镜内容(画面 / 声音 / 动作序列),31397,31454,578,J.3 字段语义映射标准 (Field Semantic Mapping Standard) — 2026-04-14 落盘（v0.2.1）,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-troop-facing-register-five-fields,Q2-内容类型种子/_shared-narrative-engines-v0.1.md,§H.5 兵团向口径,low,false,23,23,1.0,北极星 (north_star) / 服装行业钩子 (apparel_hook) / 实拍可行性 (shooting_feasibility) / 红线 (re,27584,27728,516,H.5 兵团向口径 (Troop-Facing Register),paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-ai-tone-banned-list-veto,Q2-内容类型种子/_shared-narrative-engines-v0.1.md,§H.1 α 层 9 种 AI 腔禁用清单,low,false,11,11,1.0,任何 ContentType 的 §F AI 辅助边界段在 v0.2 回写时引用本清单:,24620,24664,18,本文件是什么（核心定义）,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-engine-vs-play-by-cross-ct-test,Q2-内容类型种子/_shared-narrative-engines-v0.1.md,本文件是什么 + §D 矩阵范围说明 + §I 候选引擎登记规则,low,false,20,20,1.0,(约 27% 覆盖率)/ 矩阵即使扩到 18 列也只能反映约 1/4 的玩法 / 73% 的 CT 独有玩法本就不在矩阵范围内 ,16225,16289,278,D. 引擎 × ContentType 调用矩阵,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-grounding-over-polish-default,Q2-内容类型种子/_shared-narrative-engines-v0.1.md,§E 趋势 1 + 趋势 4.2,low,false,12,12,1.0," 56% 用户频繁看到 ""AI slop"" 低质内容--品牌需要在效率和真实性之间找到平衡 ",18017,18063,314,"趋势 1 —— ""真实性压倒精致度""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-shared-layer-registration-not-rewrite,Q2-内容类型种子/_shared-narrative-engines-v0.1.md,版本记录 v0.1.4 + v0.1.5 + G7/G8 落盘说明,low,false,15,15,1.0,"--5 份 batch 3 文件正文已在落盘时直接写入""调用共享引擎""字段,本次仅完成总账登记",38437,38484,630,版本记录,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-enterprise-narrative-six-section-shell,Q2-内容类型种子/企业叙事类GPT5.4.md,全文 6 个一级章节（founder_ip / role_work_vlog / event_documentary / product_journey / process_trace / behind_the_scenes）共享的固定子章节结构,low,false,8,6,0.75,"### 突破性玩法(还没人这么干,但可能成立)",2075,2098,56,突破性玩法（还没人这么干，但可能成立）,paraphrase_located,low,,auto,phrase 命中率 75% ≥ 30%（有原文痕迹）
EV-KP-training_unit-enterprise-narrative-anti-ai-tone,Q2-内容类型种子/企业叙事类GPT5.4.md,"6 类企业叙事各自的""主流玩法（已被用烂）""小节 + 各自的""为什么烂""标注",low,false,11,10,0.9091,";像 PPT 口播,AI 最容易模仿.",293,312,12,玩法 1：办公室里对着镜头“讲道理”,paraphrase_located,low,,auto,phrase 命中率 91% ≥ 30%（有原文痕迹）
EV-KP-training_unit-enterprise-narrative-object-witness-over-talking-head,Q2-内容类型种子/企业叙事类GPT5.4.md,founder_ip 突破玩法 1（旧样衣审判庭）+ behind_the_scenes 突破玩法 3（边角料主视角）+ process_trace 突破玩法（只拍手 / 一刀之前的静止 / 被拦下来的那一件）,low,false,9,7,0.7778,"的反面拍出来:蒸汽,皱褶,别针,搬箱,返袋,选图争执,临时救场.",22531,22563,657,服装行业垂直加成,paraphrase_located,low,,auto,phrase 命中率 78% ≥ 30%（有原文痕迹）
EV-KP-training_unit-enterprise-narrative-north-star-first,Q2-内容类型种子/企业叙事类GPT5.4.md,"6 类企业叙事每一类章节开头的""**北极星：** ……""段落",low,false,14,12,0.8571,"这个人有判断,有代价,有性格,我愿意先信他,再信他的牌子",69,97,3,1. `founder_ip`（创始人 IP / 老板个人品牌内容）,paraphrase_located,low,,auto,phrase 命中率 86% ≥ 30%（有原文痕迹）
EV-clothing-as-emotional-medium-stance,Q2-内容类型种子/通用类compass.md,"deep-research-report.md ""Clothing as emotional medium"" 章节 + 三份 md 的 5 类 ContentType 各章服装角色描述",low,false,26,20,0.7692,clothing is not the product being sold - it is the visual language through which,30895,30998,3,笛语/DIYU: Fashion content creative playbook across Chinese social media,paraphrase_located,low,,auto,phrase 命中率 77% ≥ 30%（有原文痕迹）
EV-content-type-three-tier-maturity,Q2-内容类型种子/通用类compass.md,"三份 md 的章节结构本身（每个 ContentType 都按""主流玩法-进阶玩法-突破性玩法""三段组织）",low,false,16,11,0.6875,from template-saturated mainstream (已被用烂) to documented advanced techniques (进阶),567,690,3,笛语/DIYU: Fashion content creative playbook across Chinese social media,paraphrase_located,low,,auto,phrase 命中率 69% ≥ 30%（有原文痕迹）
EV-concrete-action-over-adjective,Q2-内容类型种子/通用类compass.md,"三份 md 的""具体场景替代泛泛夸赞""""感官动词写作""""体感测评""""触感型文案""",low,false,28,18,0.6429,"公众号 and training courses, creating industry-wide homogeneity.",12292,12353,69,The copy that all sounds the same,paraphrase_located,low,,auto,phrase 命中率 64% ≥ 30%（有原文痕迹）
EV-content-template-saturation-anti-pattern,Q2-内容类型种子/通用类compass.md,"三份 md 的""主流玩法（已被用烂）""全段",low,false,29,23,0.7931,The overused formats are overused precisely because they're easy to template - a,32973,33210,203,Conclusion: what 笛语/DIYU should build differently,paraphrase_located,low,,auto,phrase 命中率 79% ≥ 30%（有原文痕迹）
EV-kuleshov-context-driven-emotion-edit,Q2-内容类型种子/通用类compass.md,"三份 md 的""情绪盲测试穿""""同一张脸的三种结局""""情绪的剪辑学（Kuleshov/POV式情绪投射）""""rhythm disruption 错拍""",low,false,22,13,0.5909,The disruption breaks the viewer out of autopilot scrolling.,25171,25231,151,Breakthrough approaches for emotional content,paraphrase_located,low,,auto,phrase 命中率 59% ≥ 30%（有原文痕迹）
EV-objection-clearing-over-selling-points,Q2-内容类型种子/通用类compass.md,"三份 md 的""只拍犹豫不拍优点""""把详情页第一页写成反对意见清单""""反促销宣言""""反种草测评""""错误先发生再倒回去重来""",low,false,22,9,0.4091,"Reformation uses subject lines like ""DRUNK ON A WEEKNIGHT"" and ""90% RECYCLED, 10",15048,15141,85,Breakthrough copy approaches,paraphrase_located,low,,auto,phrase 命中率 41% ≥ 30%（有原文痕迹）
EV-relational-witness-over-monologue,Q2-内容类型种子/通用类.md,"三份 md 的""关系型测评让第二个人来拆穿你""""门店视角的关系短片""""情绪不是悲伤是被关系轻轻扶了一下""""mom's official review""",low,false,14,12,0.8571,POV: my mom's official review of this haul,1397,1439,43,玩法 2：关系型测评，让第二个人来拆穿你,paraphrase_located,low,,auto,phrase 命中率 86% ≥ 30%（有原文痕迹）
EV-silence-as-pattern-interrupt,Q2-内容类型种子/通用类compass.md,"三份 md 的""无口播触感测评""""门店无对白节奏片""""SOP ASMR""""沉默叙事""""白空间海报""",low,false,25,17,0.68, - ambient sound beats emotional music in creating genuine resonance. ,31516,31586,197,Clothing as emotional medium: the untapped creative frontier,paraphrase_located,low,,auto,phrase 命中率 68% ≥ 30%（有原文痕迹）
EV-tactile-cue-language-online-compensation,Q2-内容类型种子/通用类compass.md,"三份 md 的""触感型文案+触觉暗示画面""""感官动词写作""""触感法庭""""sound design as emotional architecture""",low,false,25,18,0.72,"Fashion stores have untapped ASMR potential: fabric being unrolled from a bolt, ",11053,11204,1,笛语/DIYU: Fashion content creative playbook across Chinese social media,paraphrase_located,low,,auto,phrase 命中率 72% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-content-type-north-star-behind-scenes,Q2-内容类型种子/behind_the_scenes-交付物-v0.1.md,§A 北极星 + §C1 + §E 红线,low,false,9,9,1.0,"但正因为这样我更喜欢你们""的亲近感--""这家公司愿意把不完美给我看"".",1381,1416,46,A. 北极星,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-content-type-north-star-daily-fragment,Q2-内容类型种子/daily_fragment-交付物-v0.1.md,§A + §C1 + §E + §F,low,false,11,11,1.0,"碎片有没有灵魂,全看创作者有没有观察到""微小但有意味""的瞬间--",11642,11674,380,F. AI 辅助边界,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-content-type-north-star-outfit-of-the-day,Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,§A + §C1 + §D + §E + §F,low,false,10,9,0.9,"OOTD 是最容易滑向""硬广 / 种草""的 ContentType",13055,13088,401,与试点版（personal_vlog）的差异点,paraphrase_located,low,,auto,phrase 命中率 90% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-content-type-north-star-personal-vlog,Q2-内容类型种子/personal_vlog-交付物-v0.1.md,§A + §B5 + 与 daily_fragment 差异,low,false,14,12,0.8571," compass_artifact:算法在奖励""有灵魂的内容""而非""有套路的内容"";",1174,1216,35,A. 北极星,paraphrase_located,low,,auto,phrase 命中率 86% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-content-type-north-star-role-work-vlog,Q2-内容类型种子/role_work_vlog-交付物-v0.1.md,§A + 与 founder_ip 边界 + §B5,low,false,17,17,1.0,"对品牌产生体感信任,甚至开始觉得""原来一件衣服背后站着的是一群有手感和判断的人"".",1254,1295,46,A. 北极星,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-service_judgment-store-daily-three-required-elements,Q2-内容类型种子/store_daily-交付物-v0.1.md,本文件与 batch 1/2 的关键差异 §1 + §3,low,false,14,14,1.0,"即使老板本人出镜,只要观众记住的是""这家店""而不是""这个老板"",就归 ",1703,1738,51,3. 和 `founder_ip` 的区别,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-emotion-expression-9-ai-tone-banlist,Q2-内容类型种子/emotion_expression-交付物-v0.1.md,§E-α 9 种 AI 腔禁用清单 + §G G1,low,false,16,16,1.0, 跨 CT 复用清单:humor_content / lifestyle_expression / daily_fragment / personal_vlog,22588,22701,474,G. 待裁决项 — **v0.2 全部关闭**,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-emotion-expression-truth-3-questions-prepublish,Q2-内容类型种子/emotion_expression-交付物-v0.1.md,§双层真实性防御 β + §G G2/G5,low,false,17,17,1.0,β 真实感三问自检保留在本 CT 内部 / 不强制扩散到 product_copy_general 与 training_material,22797,22866,304,"玩法卡 #C3-1 —— ""一件衣服替我说完今天没说出口的话""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-training_unit-event-documentary-failure-perspective,Q2-内容类型种子/event_documentary-交付物-v0.1.md,§C C3-7 + §D 第 3 条,low,false,14,14,1.0,无人问津的展位 / 首日零订单的焦虑 / 布展翻车的瞬间 / 大促备货后卖不动的仓库,12911,12953,357,"玩法卡 #C3-7 —— ""失败视角事件记录""",paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-content-type-north-star-founder-ip,Q2-内容类型种子/founder_ip-交付物-v0.1.md,§A 北极星 + §C1 + §E 红线 + 差异点对比,low,false,15,14,0.9333,"把创始人拍成""上帝视角导师""--一开口就是行业大词,人生哲学,品牌使命,没有任何具体物件,具体代价",17664,17713,422,E. 红线（一定不行的玩法）,paraphrase_located,low,,auto,phrase 命中率 93% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-content-type-north-star-knowledge-sharing,Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,§A + §C1 + §E + §D,low,false,12,12,1.0," compass:算法在奖励""有灵魂的内容""而非""有套路的内容"";知识分享最核心的区别是有没有""为什么是你来讲""",971,1027,34,A. 北极星,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
EV-KP-product_attribute-content-type-north-star-talent-showcase,Q2-内容类型种子/talent_showcase-交付物-v0.1.md,§A + §C1 + §E,low,false,11,11,1.0,"观众看完不只是""你很厉害"",而是""你的能力有个性,有温度,能留下你这个人""--",798,837,29,A. 北极星,paraphrase_located,low,,auto,phrase 命中率 100% ≥ 30%（有原文痕迹）
