source_md,heading_path,heading_level,body_length,body_hash,adjudication_status,sub_reason,adjudicator,priority,rationale,batch_target
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,3. 与 batch 1 的 `lifestyle_expression` / `humor_content` 的硬边界,3,282,d2466fda900c,covered_by_pack,parent_anchor,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,A. 北极星,2,314,5c994f24a827,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,B. 元素库（原子层）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,C. 玩法库（核心交付物）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,"玩法卡 #C3-1 —— ""一件衣服替我说完今天没说出口的话""",4,1320,822582a3acb8,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,行业趋势支撑,3,354,8b79e8a6b3cf,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,E. 红线（一定不行的玩法）—— 含 α 层「9 种 AI 腔禁用清单」,2,130,8f65c6629a44,covered_by_pack,parent_anchor,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,E 常规红线（3 条，来自三份原料合流）,3,309,9c7948fab359,covered_by_pack,parent_anchor,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,E-α 「9 种 AI 腔禁用清单」——负面样板库（强制禁用 / 不是提醒）,3,1116,5514514c6c00,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/emotion_expression-交付物-v0.1.md,E 补充服装行业红线,3,361,bf8f057573ab,covered_by_pack,parent_anchor,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,event_documentary（事件纪实 / 企业大事件记录）交付物 v0.2,1,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,元数据,2,564,e323a73958ed,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,本文件是什么（核心定义）,2,240,95c96a7fcfd5,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,B. 元素库（原子层）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,C. 玩法库（核心交付物）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,C1 主流玩法（默认禁用 / 低优先）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,C2 进阶玩法（少数高手在用）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,C3 突破性玩法（笛语平台主推）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C3-6 —— ""72 小时时间压缩 / 定点延时一镜到底""",4,1001,4807a742cba7,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C3-7 —— ""失败视角事件记录""",4,751,5664b41a240e,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,founder_ip（创始人 IP / 老板个人品牌内容）交付物 v0.2,1,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,A. 北极星,2,288,856a17e728ee,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,B. 元素库（原子层）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,C. 玩法库（核心交付物）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,C2 进阶玩法（少数高手在用）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C3-1 —— ""旧样衣审判庭""",4,852,e2106fcbdaef,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/humor_content-交付物-v0.1.md,humor_content（幽默内容 / 搞笑段子类）交付物 v0.2,1,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/humor_content-交付物-v0.1.md,B. 元素库（原子层）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/humor_content-交付物-v0.1.md,B6 文字元素,3,47,96342852cd79,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/humor_content-交付物-v0.1.md,B8 反差元素,3,49,d6d65387fbe3,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/humor_content-交付物-v0.1.md,C. 玩法库（核心交付物）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/humor_content-交付物-v0.1.md,C1 主流玩法（默认禁用 / 低优先）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/humor_content-交付物-v0.1.md,C2 进阶玩法（少数高手在用）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C2-3 —— ""咆哮式反沉浸（对流行形式的戏仿）""",4,605,eef50f870e65,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/humor_content-交付物-v0.1.md,C3 突破性玩法（笛语平台主推）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C3-2 —— ""一件外套切换三个社会身份""",4,624,8bc95ca43ce0,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C3-4 —— ""沉默反笑点（把'应该有 BGM 的地方'突然抽成真空）""",4,751,2ea0052d24be,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C3-5 —— ""衣架木偶戏（服装拟人化，不靠特效）""",4,833,8a0dd5ca47ed,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/humor_content-交付物-v0.1.md,F. AI 辅助边界,2,341,f29c534b11ff,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/humor_content-交付物-v0.1.md,G. 待裁决项 — **v0.2 全部关闭**,2,632,88d64369b49b,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,knowledge_sharing（知识分享 / 干货科普类）交付物 v0.2,1,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,A. 北极星,2,235,ef9efbf3c5e8,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,B. 元素库（原子层）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,B3 人物元素,3,59,a05cd46d7b3e,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,C. 玩法库（核心交付物）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,C1 主流玩法（默认禁用 / 低优先）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,C2 进阶玩法（少数高手在用）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,C3 突破性玩法（笛语平台主推）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,"玩法卡 #C3-1 —— ""从一个错误开始讲（事故在发言）""",4,623,f073de91dbe4,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,三个未被开发的角度,3,185,41646913e2c7,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,lifestyle_expression（生活方式表达 / 生活态度类内容）交付物 v0.2,1,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,B. 元素库（原子层）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,C. 玩法库（核心交付物）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,C1 主流玩法（默认禁用 / 低优先）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,C2 进阶玩法（少数高手在用）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,C3 突破性玩法（笛语平台主推）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,"玩法卡 #C3-1 —— ""价值观只通过'我拒绝了什么'来出现""",4,613,0f029ad7fa05,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,"玩法卡 #C3-5 —— ""衣物磨损史（用'旧'反向定义高级）""",4,802,a0e1752c1485,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,outfit_of_the_day（每日穿搭 / OOTD）交付物 v0.2,1,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,A. 北极星,2,226,2960f60d5648,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,B. 元素库（原子层）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,C. 玩法库（核心交付物）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,C1 主流玩法（默认禁用 / 低优先）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,"玩法卡 #C1-3 —— ""卡点变装 / 转场换装""",4,377,9752ec693287,covered_by_pack,parent_anchor,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,C2 进阶玩法（少数高手在用）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,C3 突破性玩法（笛语平台主推）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,"玩法卡 #C3-1 —— ""这套衣服不是为了拍照，是为了今天的路线""",4,619,cb6066513204,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,"玩法卡 #C3-3 —— ""衣服记住了今天""",4,591,4702328fe6c1,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,"玩法卡 #C3-4 —— ""穿搭是线索（30 秒微悬疑）""",4,702,320d268265be,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,行业趋势支撑（v0.2 M4 无痕处理：删去具体创作者姓名 / 仅保留方向描述）,3,300,bb4289f700df,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,E. 红线（一定不行的玩法）,2,323,8b187f3488f3,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,F. AI 辅助边界,2,355,2a96c2e6a133,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,G. 待裁决项 — **v0.2 全部关闭**,2,628,04829eb7653b,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,与试点版（personal_vlog）的差异点,2,413,434e40ed0547,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/personal_vlog-交付物-v0.1.md,personal_vlog（个人 Vlog / 个人生活日记短视频）交付物 v0.2,1,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/personal_vlog-交付物-v0.1.md,元数据,2,501,cd18dcdf0f0e,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/personal_vlog-交付物-v0.1.md,A. 北极星,2,278,2eaa8c57af91,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/personal_vlog-交付物-v0.1.md,C2 进阶玩法（少数高手在用）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/process_trace-交付物-v0.1.md,process_trace（工艺溯源 / 生产工艺与原料追溯）交付物 v0.2,1,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/process_trace-交付物-v0.1.md,与 `product_journey` 的边界（已在 product_journey 文件明确）,2,344,0981d9cfc5d5,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/process_trace-交付物-v0.1.md,A. 北极星,2,269,013e71335472,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/process_trace-交付物-v0.1.md,B. 元素库（原子层）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/process_trace-交付物-v0.1.md,B9 隐喻元素,3,120,e9fefe00a76a,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/process_trace-交付物-v0.1.md,C. 玩法库（核心交付物）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/process_trace-交付物-v0.1.md,C1 主流玩法（默认禁用 / 低优先）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/process_trace-交付物-v0.1.md,"玩法卡 #C1-1 —— ""车间走一遍配解说 / 工厂参观口播""",4,496,3e9de81fe38d,covered_by_pack,parent_anchor,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/process_trace-交付物-v0.1.md,C2 进阶玩法（少数高手在用）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/process_trace-交付物-v0.1.md,"玩法卡 #C2-1 —— ""只拍一个最难伪装的步骤""",4,817,b2bd8e9cf22b,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/process_trace-交付物-v0.1.md,C3 突破性玩法（笛语平台主推）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/process_trace-交付物-v0.1.md,"玩法卡 #C3-3 —— ""被拦下来的那一件""",4,726,5889feb4b271,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/process_trace-交付物-v0.1.md,与前 4 份（founder_ip / role_work_vlog / event_documentary / product_journey）的差异点,2,702,b72701590229,covered_by_pack,parent_anchor,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_copy_general-交付物-v0.1.md,product_copy_general（通用产品文案 / 详情页 / 海报文案）交付物 v0.2,1,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/product_copy_general-交付物-v0.1.md,3. 「文案执行骨架」字段的四个子段,3,373,b81b0b7183d6,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_copy_general-交付物-v0.1.md,4. 和其他 ContentType 边界,3,363,2c948a5564ca,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_copy_general-交付物-v0.1.md,A. 北极星,2,376,6a0144ccd3c4,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_copy_general-交付物-v0.1.md,B2 句式 / 节奏元素,3,225,b499808cdaf6,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_copy_general-交付物-v0.1.md,B3 比喻 / 隐喻元素,3,301,d7b940896739,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_copy_general-交付物-v0.1.md,B8 声音原型（voice archetypes）—— 来自 compass 的关键概念,3,241,6ca1c918cecb,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_copy_general-交付物-v0.1.md,C. 玩法库（核心交付物）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/product_copy_general-交付物-v0.1.md,"玩法卡 #C2-1 —— ""具体场景替代泛泛夸赞 / Shopify 规则""",4,1001,6fabd185a1d3,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_copy_general-交付物-v0.1.md,"玩法卡 #C3-1 —— ""不是产品文案 / 是一个时刻文案""",4,1055,a6d4933a4e1d,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_copy_general-交付物-v0.1.md,"玩法卡 #C3-4 —— ""把文案写成舞台指令 / 四行动作剧本""",4,1110,132f6bc2b0cb,covered_by_pack,parent_anchor,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_journey-交付物-v0.1.md,product_journey（产品历程 / 产品从研发到上市的故事）交付物 v0.2,1,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/product_journey-交付物-v0.1.md,与 `process_trace` 的边界,2,524,a1ad3dbf24cb,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_journey-交付物-v0.1.md,A. 北极星,2,280,55eb9d7daf63,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_journey-交付物-v0.1.md,B. 元素库（原子层）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/product_journey-交付物-v0.1.md,B9 隐喻元素,3,125,3e6aea4c9716,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_journey-交付物-v0.1.md,C. 玩法库（核心交付物）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/product_journey-交付物-v0.1.md,C1 主流玩法（默认禁用 / 低优先）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/product_journey-交付物-v0.1.md,C2 进阶玩法（少数高手在用）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/product_journey-交付物-v0.1.md,"玩法卡 #C2-1 —— ""样衣版本树 / 原型对比 / 把 3 次失败摆在一面墙上""",4,811,08c14ada0130,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_journey-交付物-v0.1.md,C3 突破性玩法（笛语平台主推）,3,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/product_journey-交付物-v0.1.md,"玩法卡 #C3-1 —— ""失败样衣辩论会""",4,776,e8bab3d4358f,covered_by_pack,parent_anchor,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_review-交付物-v0.1.md,product_review（产品测评 / 试穿 / 使用评价）交付物 v0.2,1,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/product_review-交付物-v0.1.md,元数据,2,601,cd1dd3f5f994,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_review-交付物-v0.1.md,本文件与 batch 1/2/3 的关键差异：双角色「适用场景」标签机制（首创）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/product_review-交付物-v0.1.md,A. 北极星,2,344,3a74d03e3ae4,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_review-交付物-v0.1.md,B. 元素库（原子层）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/product_review-交付物-v0.1.md,C. 玩法库（核心交付物）,2,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/product_review-交付物-v0.1.md,"玩法卡 #C1-3 —— ""开箱即结论 / 对照表测评""",4,581,582b0389cb68,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_review-交付物-v0.1.md,"玩法卡 #C2-1 —— ""体感测评 / 不先下结论""",4,904,7e0c202a54eb,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_review-交付物-v0.1.md,"玩法卡 #C2-3 —— ""面料侦探 / 成分党测评""",4,976,157409d5d439,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_review-交付物-v0.1.md,"玩法卡 #C2-4 —— ""反种草 / 拔草 + 替代方案""",4,950,734d9002f431,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_review-交付物-v0.1.md,"玩法卡 #C3-2 —— ""只拍犹豫 / 不拍优点 / 顾虑解除测评""",4,1020,36c87cd86f15,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/product_review-交付物-v0.1.md,"玩法卡 #C3-3 —— ""触感法庭 / 同类三件对照声音证据""",4,1218,8fe20a6c4272,covered_by_pack,quote_in_md,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
Q2-内容类型种子/role_work_vlog-交付物-v0.1.md,role_work_vlog（岗位工作 Vlog / 员工以岗位身份记录工作日常）交付物 v0.2,1,0,,unprocessable,short_section_lt_100_chars,auto,,按 5-class 签字 / W2 决议归入 short_section_lt_100_chars,
Q2-内容类型种子/role_work_vlog-交付物-v0.1.md,与 `founder_ip` 的边界（来自用户 G5 裁决，2026-04-13）,2,364,0022e6b220c2,covered_by_pack,parent_anchor,auto,,已被 evidence 直接命中或父 pack 间接覆盖,
