source_md,heading_level,heading_kind,heading_path,line_no,body_length,body_first_100
Q2-内容类型种子/event_documentary-交付物-v0.1.md,3,md_heading,B6 文字元素,97,106,"- 时间戳（""开场前 60 分钟""） - 一句式人物字幕（姓名/岗位 + 一句话） - 倒叙字幕（""倒回 10 分钟前""） - 结尾反鸡汤句（""灯关了，今天才算真正被记住""） - 避免""圆满落幕 /"
Q2-内容类型种子/event_documentary-交付物-v0.1.md,3,md_heading,B7 时间元素,104,105,- 三段时间结构（前夜 / 此刻 / 余波） - 倒叙开门（先给结果，再回到开门前） - 72 小时时间压缩 - 定点延时一镜到底 - 非线性（散场开始 → 闪回） - 反向时间线（高光 → 数周前筹
Q2-内容类型种子/event_documentary-交付物-v0.1.md,3,md_heading,B8 反差元素,112,80,"- 前台体面 vs 后台真实 - 光鲜场面 vs 失败视角 - 热闹 vs 散场 - 准备的静 vs 开场的闹 - 预期（""燃炸音乐""）vs 现场（真实呼吸）"
Q2-内容类型种子/event_documentary-交付物-v0.1.md,3,md_heading,B9 隐喻元素,119,81,- 门 = 事件的仪式开关 - 物件 = 沉默见证者 - 散场残留 = 事件的体温 - 声音 = 现场质地 - 后台 = 活动被一群活人硬托起来的证据  ---
Q2-内容类型种子/event_documentary-交付物-v0.1.md,2,md_heading,C. 玩法库（核心交付物）,128,0,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,3,md_heading,C1 主流玩法（默认禁用 / 低优先）,130,0,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,4,md_heading,"玩法卡 #C1-1 —— ""高能混剪 + 圆满落幕""",132,513,"| 字段 | 内容 | |---|---| | 档位 | 🚫 主流 / 默认禁用 | | 一句话定义 | 活动前布场、签到、开场、合影、掌声、结束，所有镜头快切成一个""看起来很热闹""的 recap，"
Q2-内容类型种子/event_documentary-交付物-v0.1.md,4,md_heading,"玩法卡 #C1-2 —— ""领导讲话 + 观众掌声 / 美图汇报式""",147,427,"| 字段 | 内容 | |---|---| | 档位 | 🚫 主流 / 默认禁用 | | 一句话定义 | 镜头大量停在发言、站台、剪彩、观众鼓掌 ; 或像""给内部交差""——哪位到场、多少人、哪些环节"
Q2-内容类型种子/event_documentary-交付物-v0.1.md,4,md_heading,"玩法卡 #C1-3 —— ""路人采访拼接 / 尴尬式好评""",162,361,"| 字段 | 内容 | |---|---| | 档位 | 🚫 主流 / 默认禁用 | | 一句话定义 | 拿着手机追着人问""你觉得怎么样""，收一堆""挺好的 / 好看"" | | 北极星映射 | ❌ 观"
Q2-内容类型种子/event_documentary-交付物-v0.1.md,4,md_heading,"玩法卡 #C1-4 —— ""直播流全记录""",177,399,| 字段 | 内容 | |---|---| | 档位 | 🚫 主流 / 默认禁用 | | 一句话定义 | 长时间不间断直播——上海时装周每天 9 小时直播累计 3144 万人次观看，但缺乏后期叙事张
Q2-内容类型种子/event_documentary-交付物-v0.1.md,3,md_heading,C2 进阶玩法（少数高手在用）,192,0,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,4,md_heading,"玩法卡 #C2-1 —— ""倒计时纪实 + 前夜此刻余波三段结构""",194,800,"| 字段 | 内容 | |---|---| | 档位 | ⭐ 进阶 | | 一句话定义 | 不从""活动正式开始""拍起，而是从**开场前 60 / 30 / 10 分钟**开始——什么都还没发生，但一"
Q2-内容类型种子/event_documentary-交付物-v0.1.md,4,md_heading,"玩法卡 #C2-2 —— ""一个物件看完整场活动""",209,682,"| 字段 | 内容 | |---|---| | 档位 | ⭐ 进阶 | | 一句话定义 | 整条内容不站在""官方视角""，而是站在一个**物件视角**：邀请函、签到笔、挂在最外侧的那件新款、后台对讲机"
Q2-内容类型种子/event_documentary-交付物-v0.1.md,4,md_heading,"玩法卡 #C2-3 —— ""人物群像 / 5 个角色各 6 秒""",224,701,| 字段 | 内容 | |---|---| | 档位 | ⭐ 进阶 | | 一句话定义 | 同一个事件，用 5 个角色讲：老板、店员、顾客、搭配师、搬货同事。每个人只给 1 个动作 + 1 句话（甚
Q2-内容类型种子/event_documentary-交付物-v0.1.md,4,md_heading,"玩法卡 #C2-4 —— ""幕后情绪曲线""",239,711,"| 字段 | 内容 | |---|---| | 档位 | ⭐ 进阶 | | 一句话定义 | 跟拍品牌从**面料选择 → 彩排 → 候场紧张 → 开秀瞬间**的完整情绪弧线 / 时装周""幕后故事""栏目"
Q2-内容类型种子/event_documentary-交付物-v0.1.md,3,md_heading,C3 突破性玩法（笛语平台主推）,254,0,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,4,md_heading,"玩法卡 #C3-1 —— ""开场前一分钟无人声""",256,860,| 字段 | 内容 | |---|---| | 档位 | 🌟 突破性 | | 一句话定义 | 整条片子最核心的不是活动最热闹时，而是**开场前 60 秒**。镜头先拍空着的衣架、未被触碰的桌面、门口
Q2-内容类型种子/event_documentary-交付物-v0.1.md,4,md_heading,"玩法卡 #C3-2 —— ""散场以后，活动才真正开始讲故事""",272,705,| 字段 | 内容 | |---|---| | 档位 | 🌟 突破性 | | 一句话定义 | 全片从散场开始。地上有纸杯、试衣间门半开、衣架歪了、灯开始一盏一盏关掉、店员脱下活动笑脸后的第一口叹气、
Q2-内容类型种子/event_documentary-交付物-v0.1.md,4,md_heading,"玩法卡 #C3-3 —— ""后台只拍手忙脚乱，台前只拍半个结果""",287,763,| 字段 | 内容 | |---|---| | 档位 | 🌟 突破性 | | 一句话定义 | 内容故意不把所有高潮都给观众。**台前只拍半个结果**：一声掌声、一个顾客笑着走出试衣间、一角闪过的新品
Q2-内容类型种子/event_documentary-交付物-v0.1.md,4,md_heading,"玩法卡 #C3-4 —— ""单声道纪实 / 我只跟着一种声音走完整场""",303,759,"| 字段 | 内容 | |---|---| | 档位 | 🌟 突破性 | | 一句话定义 | 为事件选一个**声音主角**：开业用门铃声 / 发布用剪刀剪吊牌声 / 大促用扫码""滴""声 / 走秀用鞋"
Q2-内容类型种子/event_documentary-交付物-v0.1.md,4,md_heading,"玩法卡 #C3-5 —— ""倒叙开门 / 反向时间线""",319,900,"| 字段 | 内容 | |---|---| | 档位 | 🌟 突破性 | | 一句话定义 | **第一秒就是高潮**：店里挤满人、镜头被撞得晃动、你听到一句""这件还有吗？""。然后画面切黑，字幕：""倒"
Q2-内容类型种子/event_documentary-交付物-v0.1.md,4,md_heading,"玩法卡 #C3-6 —— ""72 小时时间压缩 / 定点延时一镜到底""",335,1001,| 字段 | 内容 | |---|---| | 档位 | 🌟 突破性 | | 一句话定义 | 将展会 / 开业浓缩为时间线叙事：**开业前 72 小时**（空荡店面+施工声）→ **前 24 小时*
Q2-内容类型种子/event_documentary-交付物-v0.1.md,4,md_heading,"玩法卡 #C3-7 —— ""失败视角事件记录""",352,751,| 字段 | 内容 | |---|---| | 档位 | 🌟 突破性 | | 一句话定义 | 不拍展会的光鲜场面，而拍**无人问津的展位 / 首日零订单的焦虑 / 布展翻车的瞬间 / 大促备货后卖不
Q2-内容类型种子/event_documentary-交付物-v0.1.md,2,md_heading,D. 服装行业垂直机会,369,162,"服装行业的 `event_documentary` 不该只拍""我们办了个活动""，而该拍**衣服第一次被集体目光照亮的瞬间**。服装品牌的活动不只是社交事件，也是""**产品从静物变成人和空间关系**"""
Q2-内容类型种子/event_documentary-交付物-v0.1.md,3,md_heading,三个未被开发的角度,373,156,"1. **""开场前 60 秒的空气""（C3-1 沉默叙事）** —— 事件最有戏的时刻是开场前，不是开场后 2. **""单声道事件""（C3-4 单声道纪实）** —— 用一种声音走完整场，比全景堆叠"
Q2-内容类型种子/event_documentary-交付物-v0.1.md,3,md_heading,服装行业事件纪实方向（v0.2 M4 无痕处理：删去全部具体品牌 / 栏目 / 账号 / 数据 / 仅保留方向描述）,379,321,"- **时装周""幕后故事""方向** —— 幕后情绪曲线代替前台热闹 - **直播间搬到溯源现场方向** —— 把溯源 / 牧场 / 棉田 / 工厂作为直播场景 / 消费者""云养殖 / 云访厂"" - *"
Q2-内容类型种子/event_documentary-交付物-v0.1.md,2,md_heading,E. 红线（一定不行的玩法）,390,371,| # | 红线 | 来源 | |---|---|---| | E1 | 只拍热闹，不拍准备、不拍差点出错、不拍散场 | GPT5.4 | | E2 | 用太多全景扫拍，像婚庆回放或企业汇报片 |
Q2-内容类型种子/event_documentary-交付物-v0.1.md,2,md_heading,F. AI 辅助边界,405,369,"| 环节 | AI 能做 | AI 不能做 | |---|---|---| | 选题 | 活动前镜头清单（必须抓的 10 个瞬间）/ 时间节点建议 | 替代""这场活动有什么戏"" | | 脚本 | 倒"
Q2-内容类型种子/event_documentary-交付物-v0.1.md,2,md_heading,G. 待裁决项 — **v0.2 全部关闭**,419,833,> **v0.2 状态变化（2026-04-14 业务裁决第 1 轮闭合）：** G1–G4 全部由用户裁决关闭。详细业务背景见 [_index.md](_index.md) §4 阶段 7。  |
Q2-内容类型种子/event_documentary-交付物-v0.1.md,2,md_heading,与 founder_ip / role_work_vlog 的差异点,434,631,| 维度 | founder_ip | role_work_vlog | event_documentary（本文件） | |---|---|---|---| | **叙事重心** | 老板这个人
Q2-内容类型种子/event_documentary-交付物-v0.1.md,2,md_heading,版本记录,449,575,| 版本 | 日期 | 变更 | 作者 | |---|---|---|---| | v0.1 | 2026-04-14 | 初版落盘：4 张 C1 + 4 张 C2 + 7 张 C3 = 15 张玩
Q2-内容类型种子/founder_ip-交付物-v0.1.md,1,md_heading,founder_ip（创始人 IP / 老板个人品牌内容）交付物 v0.2,1,0,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,2,md_heading,元数据,3,690,| 项 | 内容 | |---|---| | ContentType ID | `founder_ip` | | 中文名 | 创始人 IP（老板个人品牌内容） | | 所属层 | Q1 v1.1 三
Q2-内容类型种子/founder_ip-交付物-v0.1.md,2,md_heading,本文件是什么（核心定义，防止脱离索引被误读）,19,259,"- **交付物 ≠ 字段 schema**。交付物是一份""**玩法库 + 元素库 + 红线**""，是 AI 生产这种内容时可调用的**表达资源包**。 - **模板 ≠ 文字填空模板**。每张玩法卡"
Q2-内容类型种子/founder_ip-交付物-v0.1.md,2,md_heading,本文件与个人创作类 7 份交付物的关键差异,29,619,**企业叙事类 vs 个人创作类的核心区别：**  | 维度 | 个人创作类（batch 1） | 企业叙事类（batch 2，本文件所在） | |---|---|---| | **创作者身份**
Q2-内容类型种子/founder_ip-交付物-v0.1.md,2,md_heading,A. 北极星,46,288,"**观众看完后，心里不是""这老板在卖货""，而是""这个人有判断、有代价、有性格，我开始相信这家公司是由一个真实的人在做真实的事，我愿意把信任先预支给他、再预支给他的牌子""。**  > **三份原话备查"
Q2-内容类型种子/founder_ip-交付物-v0.1.md,2,md_heading,B. 元素库（原子层）,57,0,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,3,md_heading,B1 视觉元素,59,225,- 手持跟拍 / 观察式镜头（非正面对镜） - 手部特写（摸布料 / 拉版型 / 翻样衣 / 系扣子） - 物件特写（旧样衣 / 退货单 / 改版纸条 / 纽扣 / 钥匙 / 面料小样） - 桌面俯拍
Q2-内容类型种子/founder_ip-交付物-v0.1.md,3,md_heading,B2 听觉元素,69,132,- 布料摩擦声 / 拉链 / 衣架撞桌 - 门锁 / 钥匙串 / 脚步 - 剪刀 / 缝纫机 / 针线声 - 真实现场同期声（手机原声收录） - 完全无 BGM 或极弱 BGM - 保留口误 / 停顿
Q2-内容类型种子/founder_ip-交付物-v0.1.md,3,md_heading,B3 人物元素,78,118,- 创始人本人（默认） - 创始人 + 身边关系人（家人 / 老员工 / 导购 / 同事） - 1-2 同事临时帮忙拍摄（允许，符合企业叙事放宽条款） - 不露脸 / 只露手 / 只露背影 - 跨代际
Q2-内容类型种子/founder_ip-交付物-v0.1.md,3,md_heading,B4 场景元素,85,147,- 办公室（允许但要反套路用） - 工作室 / 打版台 / 样衣间 - 店面 / 柜台 / 试衣间 - 仓库 / 车间 / 后仓 - 极限场景（珠峰 / 牧场 / 棉田 / 供应链现场） - 反差场景
Q2-内容类型种子/founder_ip-交付物-v0.1.md,3,md_heading,B5 情绪元素,94,128,"- 判断压力（""今天必须做一个选择""） - 代价显形（""这让我晚上睡不着""） - 局限承认（""我也会被焦虑动摇""） - 真实犹豫（不立刻给结论） - 羞耻感 / 自我审视（不回避失败） - 倔强（""还"
Q2-内容类型种子/founder_ip-交付物-v0.1.md,3,md_heading,B6 文字元素,103,124,"- 极少字幕 / 单句金句 - 手写改版纸条 / 退货单作为""证据字幕"" - 一句反鸡汤金句（例：""这个牌子不是从梦想开始的，是从一次次不好意思拿出来给人看的东西开始的""） - 无结论字幕 / 无 C"
Q2-内容类型种子/founder_ip-交付物-v0.1.md,3,md_heading,B7 时间元素,110,109,- 单一决策瞬间（不讲完整创业史） - 桌面物件序列（时间不是线性的，是物件的） - 门口 30 秒角色切换（早 / 中 / 晚 / 夜 同一门口） - 静默断点（2-3 秒凝视 / 停手） - 留白
Q2-内容类型种子/founder_ip-交付物-v0.1.md,3,md_heading,B8 反差元素,117,110,"- 柔软人设 vs 粗粝决策 - 成功 vs 失败样衣 - 办公室道理 vs 现场犹豫 - 晚礼服 × 菜市场（场景反差） - 代际碰撞（经验 vs 直觉 / 稳妥 vs 冒险） - ""我很正确"" v"
Q2-内容类型种子/founder_ip-交付物-v0.1.md,3,md_heading,B9 隐喻元素,125,129,"- 旧样衣 = 人格化错误档案 / 老板过去版本的尸检报告 - 桌面物件 = 责任与压力的具象化 - 门口 = 身份开关 / 进出企业角色的物理隐喻 - 面料 = 价值观载体 - 服装 = ""老板和世"
Q2-内容类型种子/founder_ip-交付物-v0.1.md,2,md_heading,C. 玩法库（核心交付物）,135,0,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,3,md_heading,C1 主流玩法（默认禁用 / 低优先）,137,112,> 本档玩法在服装行业 founder_ip 场景下**危害尤其大**——不仅无效，还会反向伤害品牌（定价敏感 + 精英感警惕）。笛语平台对 founder_ip 的 C1 档应该**强默认禁用**
Q2-内容类型种子/founder_ip-交付物-v0.1.md,4,md_heading,"玩法卡 #C1-1 —— ""办公室对镜鸡汤口播""",141,566,| 字段 | 内容 | |---|---| | 档位 | 🚫 主流 / 强默认禁用 | | 一句话定义 | 老板坐在办公室 / 车里 / 会议桌前对着镜头讲创业初心、行业认知、品牌理念、做产品有多难
Q2-内容类型种子/founder_ip-交付物-v0.1.md,4,md_heading,"玩法卡 #C1-2 —— ""创业者一天流水账""",156,447,"| 字段 | 内容 | |---|---| | 档位 | 🚫 主流 / 强默认禁用 | | 一句话定义 | 早起 → 开店 → 开会 → 看样 → 吃饭 → 发货 → 回家，一条""老板的一天""被切成"
Q2-内容类型种子/founder_ip-交付物-v0.1.md,4,md_heading,"玩法卡 #C1-3 —— ""成功故事拼贴 / 我从 0 到 1""",171,442,| 字段 | 内容 | |---|---| | 档位 | 🚫 主流 / 强默认禁用 | | 一句话定义 | 开头燃情 BGM + 老照片/旧视频拼贴，中段讲节点：开店 / 招人 / 做爆款 / 融资
Q2-内容类型种子/founder_ip-交付物-v0.1.md,4,md_heading,"玩法卡 #C1-4 —— ""老板回答评论区 / 工厂巡视型 / 对镜穿搭型""（三合一批量低质模板）",186,511,"| 字段 | 内容 | |---|---| | 档位 | 🚫 主流 / 强默认禁用 | | 一句话定义 | 三种衍生低质模板：(a) 老板截评论逐条回答 (""为什么卖这么贵""); (b) 老板站在车"
Q2-内容类型种子/founder_ip-交付物-v0.1.md,3,md_heading,C2 进阶玩法（少数高手在用）,201,0,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,4,md_heading,"玩法卡 #C2-1 —— ""决策日记 / 决策现场纪录""",203,852,"| 字段 | 内容 | |---|---| | 档位 | ⭐ 进阶 | | 一句话定义 | 不拍""成功学""，只拍今天必须做的**一个决定**：这批布要不要退？这个颜色要不要砍？这批样衣退货处理？内容"
Q2-内容类型种子/founder_ip-交付物-v0.1.md,4,md_heading,"玩法卡 #C2-2 —— ""自我矛盾暴露 / 反向透明（讲一次我做错了什么）""",218,874,"| 字段 | 内容 | |---|---| | 档位 | ⭐ 进阶 | | 一句话定义 | 不塑造""无所不能老板""，而塑造""有局限但还在扛的人""。选一个可公开的小失败：某批次起球 / 某版型不适合更"
Q2-内容类型种子/founder_ip-交付物-v0.1.md,4,md_heading,"玩法卡 #C2-3 —— ""极限场景人格化（创始人把自己扔进极端环境）""",233,1161,"| 字段 | 内容 | |---|---| | 档位 | ⭐ 进阶 | | 一句话定义 | 老板把自己""扔进""极端环境后的真实反应——登山测保暖内衣 / 去棉花产地讲原料 / 走工业区寻供应链。**"
Q2-内容类型种子/founder_ip-交付物-v0.1.md,4,md_heading,"玩法卡 #C2-4 —— ""生活方式沉浸 + 街头偶遇验证（关系中的品牌）""",249,832,| 字段 | 内容 | |---|---| | 档位 | ⭐ 进阶 | | 一句话定义 | 不卖货的老板 IP——把穿搭融入旅行 / 日常生活 / 街头观察 / 让社交证明而非自我宣传成为核心 /
Q2-内容类型种子/founder_ip-交付物-v0.1.md,3,md_heading,C3 突破性玩法（笛语平台主推）,264,118,"> 本档是笛语平台对 founder_ip 的核心交付物——**服装行业 founder 的""人格化表达""空间远超其他行业**，因为服装天然有可拍的""判断证据链""。AI 生产 founder_ip"
Q2-内容类型种子/founder_ip-交付物-v0.1.md,4,md_heading,"玩法卡 #C3-1 —— ""旧样衣审判庭""",268,852,| 字段 | 内容 | |---|---| | 档位 | 🌟 突破性 | | 一句话定义 | 镜头一开始不是拍老板本人，而是拍一件被压在柜子最底层的旧样衣：皱掉的领口、失败的版型、过时的颜色。老板把
Q2-内容类型种子/founder_ip-交付物-v0.1.md,4,md_heading,"玩法卡 #C3-2 —— ""老板不看镜头的一天（沉默创始人日志）""",283,994,"| 字段 | 内容 | |---|---| | 档位 | 🌟 突破性 | | 一句话定义 | 全片规定：老板全程不对镜头说话，也几乎不看镜头。镜头像一个""误入生活的人""，只是捡到一些碎片：清晨开门时"
Q2-内容类型种子/founder_ip-交付物-v0.1.md,4,md_heading,"玩法卡 #C3-3 —— ""两代人穿同一件判断""",299,723,| 字段 | 内容 | |---|---| | 档位 | 🌟 突破性 | | 一句话定义 | 老板和自己的妈妈、爸爸、伴侣、老员工，或店里年长导购同框但不做采访。两个人轮流穿同一件衣服，或对同一件衣
Q2-内容类型种子/founder_ip-交付物-v0.1.md,4,md_heading,"玩法卡 #C3-4 —— ""桌面证物剧场 / 老板的一天只剩 7 个物件""",314,846,| 字段 | 内容 | |---|---| | 档位 | 🌟 突破性 | | 一句话定义 | 全片固定机位俯拍桌面（办公室桌 / 打版台 / 收银台都行）。按顺序放上 7 个物件：一块面料小样 /
Q2-内容类型种子/founder_ip-交付物-v0.1.md,4,md_heading,"玩法卡 #C3-5 —— ""门口 30 秒 / 老板的角色切换""",329,814,"| 字段 | 内容 | |---|---| | 档位 | 🌟 突破性 | | 一句话定义 | 镜头固定在门口（工厂门 / 店门 / 办公室门）。每次进出门只拍""**穿衣动作**""与""**脚步声**"""
Q2-内容类型种子/founder_ip-交付物-v0.1.md,4,md_heading,"玩法卡 #C3-6 —— ""一镜到底工坊漫游""",344,878,"| 字段 | 内容 | |---|---| | 档位 | 🌟 突破性 | | 一句话定义 | 创始人亲自用手机一镜到底拍摄工坊日常——无切换、无配音、无 BGM，只有真实脚步和工作空间的声音 / """
Q2-内容类型种子/founder_ip-交付物-v0.1.md,4,md_heading,"玩法卡 #C3-7 —— ""反差场景叙事（日常错位）""",360,769,"| 字段 | 内容 | |---|---| | 档位 | 🌟 突破性 | | 一句话定义 | 穿晚礼服进菜市场、穿工装去美术馆、穿大衣在暴雨中行走——创始人在日常生活的""**错误场景**""中穿自家产"
Q2-内容类型种子/founder_ip-交付物-v0.1.md,4,md_heading,"玩法卡 #C3-8 —— ""脱口秀 / 自嘲式创业叙事（Currys 风格降维）""",375,894,| 字段 | 内容 | |---|---| | 档位 | 🌟 突破性 | | 一句话定义 | 借鉴 Currys 在 TikTok 上的荒诞喜剧风格（单条 370 万播放），创始人以 stand-u
Q2-内容类型种子/founder_ip-交付物-v0.1.md,2,md_heading,D. 服装行业垂直机会,392,90,"服装行业做 `founder_ip` 的**最大优势**不是""老板能穿自家衣服""，而是**老板所有判断都能被看见**：面料怎么摸、版型怎么拉、颜色怎么犹豫、旧样衣怎么舍不得扔。"
Q2-内容类型种子/founder_ip-交付物-v0.1.md,3,md_heading,三个未被开发的角度,396,312,"1. **""身体化判断的人""**（C3-1 旧样衣 / C3-2 不看镜头一天 / C3-4 桌面证物）——他/她对衣服的下意识动作，本身就是人格内容。别的行业的 founder 内容很容易停在抽象"
Q2-内容类型种子/founder_ip-交付物-v0.1.md,3,md_heading,服装行业 founder_ip 方向（v0.2 M4 无痕处理：删去全部具体标杆案例姓名与数据 / 仅保留方向描述）,402,318,- **极限场景人格化方向** —— 创始人把自家产品推进高海拔 / 原料产地 / 特殊工况做实测 / 真实身体反应就是证言 - **生活方式沉浸方向** —— 把穿搭融入旅行 / 街头 / 日常 /
Q2-内容类型种子/founder_ip-交付物-v0.1.md,3,md_heading,行业趋势支撑,411,142,"- ""老板下场做 IP""已被总结为近年显著趋势 - TikTok 2026 报告 ""authenticity > polish"" 对创始人内容尤其适用 - 服装行业观众对""完美人设""天然警惕——因此"
Q2-内容类型种子/founder_ip-交付物-v0.1.md,2,md_heading,E. 红线（一定不行的玩法）,418,573,"| # | 红线 | 来源 | |---|---|---| | E1 | 把创始人拍成""上帝视角导师""——一开口就是行业大词、人生哲学、品牌使命，没有任何具体物件、具体代价 | GPT5.4 | |"
Q2-内容类型种子/founder_ip-交付物-v0.1.md,2,md_heading,F. AI 辅助边界,434,436,"| 环节 | AI 能做 | AI 不能做 | |---|---|---| | 选题 | 今日决策清单（3 选 1）/ 物件重量建议 / 反差场景清单 | 替代""你今天真的在意什么"" | | 脚本"
Q2-内容类型种子/founder_ip-交付物-v0.1.md,2,md_heading,G. 待裁决项 — **v0.2 全部关闭**,448,1073,> **v0.2 状态变化（2026-04-14 业务裁决第 1 轮闭合）：** G1–G4 全部由用户裁决关闭（G5/G6 此前 2026-04-13 已裁决，保留原有闭合记录）。详细业务背景见
Q2-内容类型种子/founder_ip-交付物-v0.1.md,2,md_heading,与个人创作类试点（personal_vlog）的差异点,465,721,| 维度 | personal_vlog（个人创作类试点） | founder_ip（企业叙事类试点） | |---|---|---| | **北极星** | 陪伴 + 真实好感 | **判断 +
Q2-内容类型种子/founder_ip-交付物-v0.1.md,2,md_heading,版本记录,484,828,| 版本 | 日期 | 变更 | 作者 | |---|---|---|---| | v0.1 | 2026-04-13 | 初版落盘：4 张 C1 + 4 张 C2 + 8 张 C3 = 16 张玩
Q2-内容类型种子/humor_content-交付物-v0.1.md,1,md_heading,humor_content（幽默内容 / 搞笑段子类）交付物 v0.2,1,0,
Q2-内容类型种子/humor_content-交付物-v0.1.md,2,md_heading,元数据,3,446,| 项 | 内容 | |---|---| | ContentType ID | `humor_content` | | 中文名 | 幽默内容（搞笑段子类） | | 所属层 | Q1 v1.1 三层框
Q2-内容类型种子/humor_content-交付物-v0.1.md,2,md_heading,本文件是什么（核心定义，防止脱离索引被误读）,17,266,"- **交付物 ≠ 字段 schema**。交付物是一份""**玩法库 + 元素库 + 红线**""，是 AI 生产这种内容时可调用的**表达资源包**。 - **模板 ≠ 文字填空模板**。每张玩法卡"
Q2-内容类型种子/humor_content-交付物-v0.1.md,2,md_heading,A. 北极星,27,205,"**观众看完不只是笑，而是觉得""你把我生活里那个说不出的荒唐点拍出来了""，笑完之后对这个人/这家店产生松弛好感，而不是觉得被营销冒犯。**  > **三份原话备查：** > - GPT5.4：不只是"
Q2-内容类型种子/humor_content-交付物-v0.1.md,2,md_heading,B. 元素库（原子层）,38,0,
Q2-内容类型种子/humor_content-交付物-v0.1.md,3,md_heading,B1 视觉元素,40,126,- 固定机位（主流的快切反过来做） - 极近景怼脸（夸张表情） - 构图分割（一人双角 / 左右对立） - 衣架 / 衣物拟人化道具 - 反差穿着（外套 + 背包 + 鞋子 + 站姿 = 人格切换）
Q2-内容类型种子/humor_content-交付物-v0.1.md,3,md_heading,B2 听觉元素,49,110,"- 真实现场声（拉链 / 衣架碰撞 / 喘气 / 尴尬静音） - 突然静音（""应该有 BGM 的地方""被抽空） - 夸张拟音（口红当笛子、衣架当鼓） - 热门音频 vs 原创音频（默认原创） - 低声"
Q2-内容类型种子/humor_content-交付物-v0.1.md,3,md_heading,B3 人物元素,56,73,"- 一人分饰多角 - 创作者本人 + 身边同事/家人（非专业演员） - ""衣服自己说话""（拟人道具替代演员） - 评论区人格化（演出观众的吐槽）"
Q2-内容类型种子/humor_content-交付物-v0.1.md,3,md_heading,B4 场景元素,62,80,"- 试衣间（拍摄/试衣/营业现场的""细小但致命""荒唐） - 自家门口 / 自家店门口 - 店内柜台 / 后仓 - 日常生活痛点场景（挤地铁/选衣服/面试尴尬）"
Q2-内容类型种子/humor_content-交付物-v0.1.md,3,md_heading,B5 情绪元素,68,61,"- 共鸣型幽默（""原来大家都这么狼狈""） - 自嘲但不羞辱 - 庄重感 vs 荒唐事件的落差 - 尴尬留白（2 秒凝视）"
Q2-内容类型种子/humor_content-交付物-v0.1.md,3,md_heading,B6 文字元素,74,47,"- 极短字幕（""今天就这样吧""） - 反高潮字幕 - 双人格对白字幕 - 反讽一本正经的旁白"
Q2-内容类型种子/humor_content-交付物-v0.1.md,3,md_heading,B7 时间元素,80,72,- 节奏建立预期 → 突然断裂 - 短时长（15-30 秒内完成） - 逐渐升级的荒诞（Mike Schwanke 式） - 定格 + 反高潮
Q2-内容类型种子/humor_content-交付物-v0.1.md,3,md_heading,B8 反差元素,86,49,- 庄重 vs 荒唐 - 精致 vs 尴尬 - 自信人格 vs 练习人格 - 套路 vs 反套路
Q2-内容类型种子/humor_content-交付物-v0.1.md,3,md_heading,B9 隐喻元素,92,72,- 服装 = 人格开关（一件外套切换三种社会身份） - 衣架 = 木偶戏的舞台 - 拉链 = 真实生活阻力 - 评论区 = 脑内人格  ---
Q2-内容类型种子/humor_content-交付物-v0.1.md,2,md_heading,C. 玩法库（核心交付物）,100,0,
Q2-内容类型种子/humor_content-交付物-v0.1.md,3,md_heading,C1 主流玩法（默认禁用 / 低优先）,102,0,
Q2-内容类型种子/humor_content-交付物-v0.1.md,4,md_heading,"玩法卡 #C1-1 —— ""套热门音频做表情反应""",104,337,| 字段 | 内容 | |---|---| | 档位 | 🚫 主流 / 默认禁用 | | 一句话定义 | 对嘴 / 翻白眼 / 定格 / 字幕解释梗 | | 北极星映射 | ❌ 它借的是别人的节奏，
Q2-内容类型种子/humor_content-交付物-v0.1.md,4,md_heading,"玩法卡 #C1-2 —— ""强行反转小剧场""",119,343,| 字段 | 内容 | |---|---| | 档位 | 🚫 主流 / 默认禁用 | | 一句话定义 | 铺一个很明显的包袱，最后硬拐一个弯 | | 北极星映射 | ❌ 观众先看见套路，才看见笑点
Q2-内容类型种子/humor_content-交付物-v0.1.md,4,md_heading,"玩法卡 #C1-3 —— ""口播段子 + 表情包字幕""",134,329,| 字段 | 内容 | |---|---| | 档位 | 🚫 主流 / 默认禁用 | | 一句话定义 | 对镜讲段子 + 字幕加表情包 + 靠语速与夸张脸撑笑点 | | 北极星映射 | ❌ 一旦语言
Q2-内容类型种子/humor_content-交付物-v0.1.md,3,md_heading,C2 进阶玩法（少数高手在用）,149,0,
Q2-内容类型种子/humor_content-交付物-v0.1.md,4,md_heading,"玩法卡 #C2-1 —— ""幽默做认知翻面（comedy + education）""",151,612,"| 字段 | 内容 | |---|---| | 档位 | ⭐ 进阶 | | 一句话定义 | 不是""为了搞笑而搞笑""，而是用幽默去拆 stereotypes——笑点背后带着认知翻面 | | 北极星映射"
