source_md,heading_path,heading_level,body_length,coverage_status,covered_by_evidence
Q2-内容类型种子/event_documentary-交付物-v0.1.md,C1 主流玩法（默认禁用 / 低优先）,3,0,exempt_short_section,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C1-1 —— ""高能混剪 + 圆满落幕""",4,513,uncovered,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C1-2 —— ""领导讲话 + 观众掌声 / 美图汇报式""",4,427,uncovered,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C1-3 —— ""路人采访拼接 / 尴尬式好评""",4,361,uncovered,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C1-4 —— ""直播流全记录""",4,399,uncovered,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,C2 进阶玩法（少数高手在用）,3,0,exempt_short_section,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C2-1 —— ""倒计时纪实 + 前夜此刻余波三段结构""",4,800,uncovered,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C2-2 —— ""一个物件看完整场活动""",4,682,uncovered,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C2-3 —— ""人物群像 / 5 个角色各 6 秒""",4,701,uncovered,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C2-4 —— ""幕后情绪曲线""",4,711,uncovered,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,C3 突破性玩法（笛语平台主推）,3,0,exempt_short_section,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C3-1 —— ""开场前一分钟无人声""",4,860,uncovered,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C3-2 —— ""散场以后，活动才真正开始讲故事""",4,705,uncovered,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C3-3 —— ""后台只拍手忙脚乱，台前只拍半个结果""",4,763,uncovered,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C3-4 —— ""单声道纪实 / 我只跟着一种声音走完整场""",4,759,uncovered,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C3-5 —— ""倒叙开门 / 反向时间线""",4,900,uncovered,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C3-6 —— ""72 小时时间压缩 / 定点延时一镜到底""",4,1001,covered_by_quote_in_md,EV-KP-training_unit-event-documentary-long-term-tier-discipline
Q2-内容类型种子/event_documentary-交付物-v0.1.md,"玩法卡 #C3-7 —— ""失败视角事件记录""",4,751,covered_by_quote_in_md,EV-KP-training_unit-event-documentary-failure-perspective
Q2-内容类型种子/event_documentary-交付物-v0.1.md,D. 服装行业垂直机会,2,162,uncovered,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,三个未被开发的角度,3,156,uncovered,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,服装行业事件纪实方向（v0.2 M4 无痕处理：删去全部具体品牌 / 栏目 / 账号 / 数据 / 仅保留方向描述）,3,321,uncovered,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,E. 红线（一定不行的玩法）,2,371,uncovered,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,F. AI 辅助边界,2,369,uncovered,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,G. 待裁决项 — **v0.2 全部关闭**,2,833,uncovered,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,与 founder_ip / role_work_vlog 的差异点,2,631,uncovered,
Q2-内容类型种子/event_documentary-交付物-v0.1.md,版本记录,2,575,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,founder_ip（创始人 IP / 老板个人品牌内容）交付物 v0.2,1,0,exempt_short_section,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,元数据,2,690,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,本文件是什么（核心定义，防止脱离索引被误读）,2,259,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,本文件与个人创作类 7 份交付物的关键差异,2,619,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,A. 北极星,2,288,covered_by_quote_in_md,EV-KP-product_attribute-content-type-north-star-founder-ip
Q2-内容类型种子/founder_ip-交付物-v0.1.md,B. 元素库（原子层）,2,0,exempt_short_section,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,B1 视觉元素,3,225,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,B2 听觉元素,3,132,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,B3 人物元素,3,118,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,B4 场景元素,3,147,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,B5 情绪元素,3,128,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,B6 文字元素,3,124,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,B7 时间元素,3,109,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,B8 反差元素,3,110,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,B9 隐喻元素,3,129,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,C. 玩法库（核心交付物）,2,0,exempt_short_section,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,C1 主流玩法（默认禁用 / 低优先）,3,112,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C1-1 —— ""办公室对镜鸡汤口播""",4,566,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C1-2 —— ""创业者一天流水账""",4,447,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C1-3 —— ""成功故事拼贴 / 我从 0 到 1""",4,442,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C1-4 —— ""老板回答评论区 / 工厂巡视型 / 对镜穿搭型""（三合一批量低质模板）",4,511,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,C2 进阶玩法（少数高手在用）,3,0,exempt_short_section,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C2-1 —— ""决策日记 / 决策现场纪录""",4,852,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C2-2 —— ""自我矛盾暴露 / 反向透明（讲一次我做错了什么）""",4,874,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C2-3 —— ""极限场景人格化（创始人把自己扔进极端环境）""",4,1161,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C2-4 —— ""生活方式沉浸 + 街头偶遇验证（关系中的品牌）""",4,832,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,C3 突破性玩法（笛语平台主推）,3,118,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C3-1 —— ""旧样衣审判庭""",4,852,covered_by_quote_in_md,EV-KP-styling_rule-old-sample-as-error-archive
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C3-2 —— ""老板不看镜头的一天（沉默创始人日志）""",4,994,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C3-3 —— ""两代人穿同一件判断""",4,723,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C3-4 —— ""桌面证物剧场 / 老板的一天只剩 7 个物件""",4,846,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C3-5 —— ""门口 30 秒 / 老板的角色切换""",4,814,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C3-6 —— ""一镜到底工坊漫游""",4,878,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C3-7 —— ""反差场景叙事（日常错位）""",4,769,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,"玩法卡 #C3-8 —— ""脱口秀 / 自嘲式创业叙事（Currys 风格降维）""",4,894,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,D. 服装行业垂直机会,2,90,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,三个未被开发的角度,3,312,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,服装行业 founder_ip 方向（v0.2 M4 无痕处理：删去全部具体标杆案例姓名与数据 / 仅保留方向描述）,3,318,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,行业趋势支撑,3,142,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,E. 红线（一定不行的玩法）,2,573,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,F. AI 辅助边界,2,436,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,G. 待裁决项 — **v0.2 全部关闭**,2,1073,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,与个人创作类试点（personal_vlog）的差异点,2,721,uncovered,
Q2-内容类型种子/founder_ip-交付物-v0.1.md,版本记录,2,828,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,humor_content（幽默内容 / 搞笑段子类）交付物 v0.2,1,0,exempt_short_section,
Q2-内容类型种子/humor_content-交付物-v0.1.md,元数据,2,446,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,本文件是什么（核心定义，防止脱离索引被误读）,2,266,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,A. 北极星,2,205,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,B. 元素库（原子层）,2,0,exempt_short_section,
Q2-内容类型种子/humor_content-交付物-v0.1.md,B1 视觉元素,3,126,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,B2 听觉元素,3,110,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,B3 人物元素,3,73,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,B4 场景元素,3,80,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,B5 情绪元素,3,61,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,B6 文字元素,3,47,exempt_short_section,
Q2-内容类型种子/humor_content-交付物-v0.1.md,B7 时间元素,3,72,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,B8 反差元素,3,49,exempt_short_section,
Q2-内容类型种子/humor_content-交付物-v0.1.md,B9 隐喻元素,3,72,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,C. 玩法库（核心交付物）,2,0,exempt_short_section,
Q2-内容类型种子/humor_content-交付物-v0.1.md,C1 主流玩法（默认禁用 / 低优先）,3,0,exempt_short_section,
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C1-1 —— ""套热门音频做表情反应""",4,337,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C1-2 —— ""强行反转小剧场""",4,343,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C1-3 —— ""口播段子 + 表情包字幕""",4,329,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,C2 进阶玩法（少数高手在用）,3,0,exempt_short_section,
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C2-1 —— ""幽默做认知翻面（comedy + education）""",4,612,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C2-2 —— ""视觉小机关做幽默（不是台词笑，是画面笑）""",4,644,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C2-3 —— ""咆哮式反沉浸（对流行形式的戏仿）""",4,605,covered_by_quote_in_md,EV-KP-training_unit-humor-content-clothing-as-persona-switch
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C2-4 —— ""讽刺式模仿日常 Vlog 套路""",4,646,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,C3 突破性玩法（笛语平台主推）,3,0,exempt_short_section,
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C3-1 —— ""一本正经地拍小事灾难（纪录片口吻）""",4,674,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C3-2 —— ""一件外套切换三个社会身份""",4,624,covered_by_quote_in_md,EV-KP-training_unit-humor-content-clothing-as-persona-switch
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C3-3 —— ""评论区没出现，但你把它演出来了""",4,563,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C3-4 —— ""沉默反笑点（把'应该有 BGM 的地方'突然抽成真空）""",4,751,covered_by_quote_in_md,EV-KP-training_unit-humor-content-brand-tone-gate-for-puppetry
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C3-5 —— ""衣架木偶戏（服装拟人化，不靠特效）""",4,833,covered_by_quote_in_md,EV-KP-training_unit-humor-content-brand-tone-gate-for-puppetry
Q2-内容类型种子/humor_content-交付物-v0.1.md,"玩法卡 #C3-6 —— ""无声喜剧（Khaby Lame 路径）""",4,783,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,D. 服装行业垂直机会,2,164,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,三个未被开发的角度,3,166,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,服装行业幽默标杆案例,3,140,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,E. 红线（一定不行的玩法）,2,298,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,F. AI 辅助边界,2,341,covered_by_quote_in_md,EV-KP-training_unit-humor-content-brand-tone-gate-for-puppetry
Q2-内容类型种子/humor_content-交付物-v0.1.md,G. 待裁决项 — **v0.2 全部关闭**,2,632,covered_by_quote_in_md,EV-KP-training_unit-humor-content-brand-tone-gate-for-puppetry
Q2-内容类型种子/humor_content-交付物-v0.1.md,与试点版（personal_vlog）的差异点,2,288,uncovered,
Q2-内容类型种子/humor_content-交付物-v0.1.md,版本记录,2,425,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,knowledge_sharing（知识分享 / 干货科普类）交付物 v0.2,1,0,exempt_short_section,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,元数据,2,454,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,本文件是什么（核心定义，防止脱离索引被误读）,2,266,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,A. 北极星,2,235,covered_by_quote_in_md,EV-KP-product_attribute-content-type-north-star-knowledge-sharing
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,B. 元素库（原子层）,2,0,exempt_short_section,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,B1 视觉元素,3,172,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,B2 听觉元素,3,103,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,B3 人物元素,3,59,covered_by_quote_in_md,EV-KP-product_attribute-content-type-north-star-knowledge-sharing
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,B4 场景元素,3,75,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,B5 情绪元素,3,62,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,B6 文字元素,3,82,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,B7 时间元素,3,58,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,B8 反差元素,3,56,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,B9 隐喻元素,3,84,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,C. 玩法库（核心交付物）,2,0,exempt_short_section,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,C1 主流玩法（默认禁用 / 低优先）,3,0,exempt_short_section,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,"玩法卡 #C1-1 —— ""镜头前站桩讲 3 点""",4,389,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,"玩法卡 #C1-2 —— ""PPT 化口播 / 满屏大字要点""",4,404,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,"玩法卡 #C1-3 —— ""黄金三秒钩子耸动科普""",4,348,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,C2 进阶玩法（少数高手在用）,3,0,exempt_short_section,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,"玩法卡 #C2-1 —— ""先讲人生，再讲知识""",4,587,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,"玩法卡 #C2-2 —— ""知识长在手上（过程+声音+适量解释）""",4,526,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,"玩法卡 #C2-3 —— ""合拍/拼接回应式知识（Stitch 用户误区）""",4,608,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,"玩法卡 #C2-4 —— ""桌面实验室（用手与物替代讲课）""",4,571,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,C3 突破性玩法（笛语平台主推）,3,0,exempt_short_section,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,"玩法卡 #C3-1 —— ""从一个错误开始讲（事故在发言）""",4,623,covered_by_quote_in_md,EV-KP-training_unit-knowledge-not-teacher-but-event
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,"玩法卡 #C3-2 —— ""一句知识，只靠动作讲清""",4,555,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,"玩法卡 #C3-3 —— ""把知识藏进一个小故事""",4,553,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,"玩法卡 #C3-4 —— ""无声知识表情评分（silent review 风格）""",4,712,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,"玩法卡 #C3-5 —— ""材质听诊器（面料知识做成听觉测评）""",4,634,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,"玩法卡 #C3-6 —— ""60 秒 TED 结构 / 脱口秀 setup-punchline-callback""",4,832,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,D. 服装行业垂直机会,2,105,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,三个未被开发的角度,3,185,covered_by_quote_in_md,EV-KP-training_unit-knowledge-not-teacher-but-event
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,服装行业知识方向（v0.2 M4 无痕处理：删去具体标杆案例品牌名 / 仅保留方向描述）,3,173,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,行业趋势支撑,3,131,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,E. 红线（一定不行的玩法）,2,331,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,F. AI 辅助边界,2,345,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,G. 待裁决项 — **v0.2 全部关闭**,2,664,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,与试点版（personal_vlog）的差异点,2,288,uncovered,
Q2-内容类型种子/knowledge_sharing-交付物-v0.1.md,版本记录,2,402,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,lifestyle_expression（生活方式表达 / 生活态度类内容）交付物 v0.2,1,0,exempt_short_section,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,元数据,2,512,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,本文件是什么（核心定义，防止脱离索引被误读）,2,385,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,A. 北极星,2,231,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,B. 元素库（原子层）,2,0,exempt_short_section,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,B1 视觉元素,3,120,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,B2 听觉元素,3,97,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,B3 人物元素,3,56,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,B4 场景元素,3,112,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,B5 情绪元素,3,71,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,B6 文字元素,3,59,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,B7 时间元素,3,69,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,B8 反差元素,3,56,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,B9 隐喻元素,3,92,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,C. 玩法库（核心交付物）,2,0,exempt_short_section,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,C1 主流玩法（默认禁用 / 低优先）,3,0,exempt_short_section,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,"玩法卡 #C1-1 —— ""口号先行的理想生活宣言""",4,453,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,"玩法卡 #C1-2 —— ""独居女生的一天""（精致流水账）",4,472,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,"玩法卡 #C1-3 —— ""审美拼贴式'我想成为的人'""",4,380,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,C2 进阶玩法（少数高手在用）,3,0,exempt_short_section,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,"玩法卡 #C2-1 —— ""沉默仪式，不讲道理""",4,648,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,"玩法卡 #C2-2 —— ""反向 GRWM（Un-ready With Me）""",4,604,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,"玩法卡 #C2-3 —— ""关系映照，不说'我主张什么'""",4,602,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,C3 突破性玩法（笛语平台主推）,3,0,exempt_short_section,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,"玩法卡 #C3-1 —— ""价值观只通过'我拒绝了什么'来出现""",4,613,covered_by_quote_in_md,EV-KP-training_unit-lifestyle-expression-values-via-rejection
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,"玩法卡 #C3-2 —— ""反差场景里的柔软穿着""",4,669,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,"玩法卡 #C3-3 —— ""气味叙事的视觉化""",4,588,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,"玩法卡 #C3-4 —— ""温差叙事（用色温与穿衣方式写价值观）""",4,716,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,"玩法卡 #C3-5 —— ""衣物磨损史（用'旧'反向定义高级）""",4,802,covered_by_quote_in_md,EV-KP-training_unit-lifestyle-expression-old-defines-premium
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,"玩法卡 #C3-6 —— ""散文电影 / 意识流叙事""",4,746,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,"玩法卡 #C3-7 —— ""被美化的一天 vs 真实的一天""（双版本解构）",4,784,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,D. 服装行业垂直机会,2,88,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,三个未被开发的角度,3,307,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,行业趋势支撑,3,166,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,E. 红线（一定不行的玩法）,2,329,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,F. AI 辅助边界,2,322,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,G. 待裁决项 — **v0.2 全部关闭**,2,666,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,G 残留待办（不阻断 v0.2 闭合 / 留 v0.3）,3,81,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,与试点版（personal_vlog）的差异点,2,299,uncovered,
Q2-内容类型种子/lifestyle_expression-交付物-v0.1.md,版本记录,2,452,uncovered,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,outfit_of_the_day（每日穿搭 / OOTD）交付物 v0.2,1,0,exempt_short_section,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,元数据,2,462,uncovered,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,本文件是什么（核心定义，防止脱离索引被误读）,2,240,uncovered,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,A. 北极星,2,226,covered_by_quote_in_md,EV-KP-product_attribute-content-type-north-star-outfit-of-the-day
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,B. 元素库（原子层）,2,0,exempt_short_section,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,B1 视觉元素,3,162,uncovered,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,B2 听觉元素,3,80,uncovered,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,B3 人物元素,3,60,uncovered,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,B4 场景元素,3,74,uncovered,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,B5 情绪元素,3,76,uncovered,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,B6 文字元素,3,52,uncovered,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,B7 时间元素,3,69,uncovered,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,B8 反差元素,3,62,uncovered,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,B9 隐喻元素,3,74,uncovered,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,C. 玩法库（核心交付物）,2,0,exempt_short_section,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,C1 主流玩法（默认禁用 / 低优先）,3,0,exempt_short_section,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,"玩法卡 #C1-1 —— ""镜前转圈 + 单品罗列""",4,348,uncovered,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,"玩法卡 #C1-2 —— ""GRWM + 最终成片""",4,312,uncovered,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,"玩法卡 #C1-3 —— ""卡点变装 / 转场换装""",4,377,covered_by_parent_anchor,EV-KP-styling_rule-ootd-micro-suspense-decision-chain(anchor)
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,C2 进阶玩法（少数高手在用）,3,0,exempt_short_section,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,"玩法卡 #C2-1 —— ""不是展示衣服，是展示选择过程""",4,580,uncovered,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,"玩法卡 #C2-2 —— ""穿搭是人格延伸，不是商品陈列""",4,554,uncovered,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,"玩法卡 #C2-3 —— ""Fit Check（和谁拍 + 去哪里 + 拍什么）""",4,534,uncovered,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,"玩法卡 #C2-4 —— ""叙事化 GRWM（穿搭解释变成故事讲述）""",4,562,uncovered,
Q2-内容类型种子/outfit_of_the_day-交付物-v0.1.md,C3 突破性玩法（笛语平台主推）,3,0,exempt_short_section,
