evidence_id,source_md,source_anchor,evidence_quote,source_type,inference_level,brand_layer,source_pack_id
EV-KP-display_rule-display-first-then-speak,Q7Q12-搭配陈列业务包/门店接客场景包.md,三、4）适合先陈列后开口的场景正式冻结,4）适合先陈列后开口的场景，正式冻结为 4 类 ready_made_full_set（现成成套型） new_item_cannot_style（新款不会搭型） weekend_social（周末社交型） 看中门口模特 / 成套位再开口的顾客,explicit_business_decision,direct_quote,domain_general,KP-display_rule-display-first-then-speak
EV-KP-inventory_rescue-can-rescue-scenarios,Q7Q12-搭配陈列业务包/门店接客场景包.md,三、2）断码时还能救的场景正式冻结,2）断码时还能救的场景，正式冻结为 5 类 commute_mainstay（通勤主力型） weekend_social（周末社交型） functional_gap_fill（功能补位型） new_item_cannot_style（新款不会搭型） repeat_purchase_replenish（复购补货型）,explicit_business_decision,direct_quote,domain_general,KP-inventory_rescue-can-rescue-scenarios
EV-KP-inventory_rescue-no-rescue-scenarios,Q7Q12-搭配陈列业务包/门店接客场景包.md,三、3）断码时不该硬救的场景正式冻结,3）断码时不该硬救的场景，正式冻结为 3 类 shape_correction（显瘦修身型） comfort_sensitive（体感敏感型） urgent_full_look（应急一身型） 中主件断码的情况,explicit_business_decision,direct_quote,domain_general,KP-inventory_rescue-no-rescue-scenarios
EV-KP-service_judgment-budget-controlled,Q7Q12-搭配陈列业务包/门店接客场景包.md,二、9. budget_controlled + 三、1）卡在第二套 + 三、5）必须先问再推,"顾客最常见原话：""预算就这些，你帮我挑最值的。"" 店员第一反应：先问预算是买一件主力，还是买两件组合；是看单价，还是看利用率。 最容易卡住：第二套、第三套。顾客要的是确定性，不是更多选项。 库存不理想怎么转向：可以救。但不能一直加件数，必须把重点拉回""穿出去几次""。",explicit_business_decision,direct_quote,domain_general,KP-service_judgment-budget-controlled
EV-KP-service_judgment-commute-mainstay,Q7Q12-搭配陈列业务包/门店接客场景包.md,二、2. commute_mainstay + 三、2）断码可救,"顾客最常见原话：""我想找一套平时上班最常穿的。"" 店员第一反应：先问通勤方式、办公室温度、要不要开会、平时更在意利落还是舒服。 最容易卡住：第二套。顾客容易觉得""都能穿，但没理由买""。 库存不理想怎么转向：可以救。核心保功能：耐穿、好搭、不出错。颜色和细节可以灵活替。",explicit_business_decision,direct_quote,domain_general,KP-service_judgment-commute-mainstay
EV-KP-service_judgment-functional-gap-fill,Q7Q12-搭配陈列业务包/门店接客场景包.md,二、6. functional_gap_fill + 三、2）断码可救 + 三、5）必须先问再推,"顾客最常见原话：""我家里都有，就缺一件外套/裤子/内搭。"" 店员第一反应：先问她家里已有的主色、主版型、最常穿去哪里。 最容易卡住：不是卡第二套，而是卡""利用率有没有讲透""。 库存不理想怎么转向：最容易救。因为买的是功能位，不是唯一款。只要能补全衣柜缺口，就能转。",explicit_business_decision,direct_quote,domain_general,KP-service_judgment-functional-gap-fill
EV-KP-service_judgment-greeting-master-principles,Q7Q12-搭配陈列业务包/门店接客场景包.md,一、2）接客总原则正式冻结,2）接客总原则正式冻结 先判任务，再推货。 先问顾虑，再给第一套。 第一套是开门，第二套才是成交，第三套是兜底。 断码能不能救，先看场景，不先看嘴。,explicit_business_decision,direct_quote,domain_general,KP-service_judgment-greeting-master-principles
EV-KP-service_judgment-must-ask-first,Q7Q12-搭配陈列业务包/门店接客场景包.md,三、5）必须先问再推的场景正式冻结,5）必须先问再推的场景，正式冻结为 6 类 urgent_full_look（应急一身型） shape_correction（显瘦修身型） comfort_sensitive（体感敏感型） budget_controlled（预算控制型） functional_gap_fill（功能补位型） repeat_purchase_replenish（复购补货型）,explicit_business_decision,direct_quote,domain_general,KP-service_judgment-must-ask-first
EV-KP-service_judgment-new-item-cannot-style,Q7Q12-搭配陈列业务包/门店接客场景包.md,二、7. new_item_cannot_style + 三、2）断码可救 + 三、4）先陈列后开口,"顾客最常见原话：""这件我喜欢，但我不知道怎么搭。"" 店员第一反应：必须先给两条路：一条保守穿法，一条出彩穿法。 最容易卡住：第二套、第三套。第一套只是""能搭""，第二套才决定""买回去会不会穿""。 库存不理想怎么转向：可救。关键不是守住原配件，是守住使用路径：上班怎么穿，周末怎么穿，换鞋怎么变。",explicit_business_decision,direct_quote,domain_general,KP-service_judgment-new-item-cannot-style
EV-KP-service_judgment-ready-made-full-set,Q7Q12-搭配陈列业务包/门店接客场景包.md,二、5. ready_made_full_set + 三、4）先陈列后开口 + 三、1）卡在第二套,"顾客最常见原话：""你直接给我搭一套，我不想自己想。"" 店员第一反应：先判断她要的是省心、速度，还是她确实不会搭。 最容易卡住：第二套。第一套只解决""现成""，第二套才解决""值不值得整套带走""。 库存不理想怎么转向：可救，但必须保整体感觉。不是一件一件乱换，是保留同一气质和同一使用场景。",explicit_business_decision,direct_quote,domain_general,KP-service_judgment-ready-made-full-set
EV-KP-service_judgment-repeat-purchase-replenish,Q7Q12-搭配陈列业务包/门店接客场景包.md,二、10. repeat_purchase_replenish + 三、2）断码可救 + 三、5）必须先问再推,"顾客最常见原话：""我上次买那条裤子挺好穿的，再给我拿一条类似的。"" 店员第一反应：先问她上次满意的是版型、长度、面料、颜色，还是穿着场景。 最容易卡住：第二套。顾客会拿旧款做对照，容错很低。 库存不理想怎么转向：可救，但只能在同逻辑下替。不能拿""差不多""糊弄老客。",explicit_business_decision,direct_quote,domain_general,KP-service_judgment-repeat-purchase-replenish
EV-KP-service_judgment-second-third-set-blocker,Q7Q12-搭配陈列业务包/门店接客场景包.md,三、1）最容易卡在第二/第三套推荐的场景正式冻结,1）最容易卡在第二套 / 第三套推荐的场景，正式冻结为 5 类 urgent_full_look（应急一身型） shape_correction（显瘦修身型） ready_made_full_set（现成成套型） new_item_cannot_style（新款不会搭型） budget_controlled（预算控制型）,explicit_business_decision,direct_quote,domain_general,KP-service_judgment-second-third-set-blocker
EV-KP-service_judgment-shape-correction,Q7Q12-搭配陈列业务包/门店接客场景包.md,二、4. shape_correction + 三、3）断码不救,"顾客最常见原话：""我胯大/肩宽/腿粗，你给我找个修一点的。"" 店员第一反应：先定位她最在意的身体部位，再确认她能接受的松量、长度、腰线和露肤点。 最容易卡住：第二套、第三套最容易翻车。因为她不是在买衣服，是在买安全感。 库存不理想怎么转向：原则上不硬救。关键版型、关键长度、关键落肩不对，话术再好都不能救。",explicit_business_decision,direct_quote,domain_general,KP-service_judgment-shape-correction
EV-KP-service_judgment-urgent-full-look,Q7Q12-搭配陈列业务包/门店接客场景包.md,二、1. urgent_full_look + 三、1）卡在第二/第三套 + 三、3）断码不救,"顾客最常见原话：""后天有事，你给我配一身能直接穿出去的。"" 店员第一反应：先问场合、对象、天气、时长、想显得正式还是松一点。 最容易卡住：第二套、第三套。第一套只是""能去""，第二套才决定""像不像她自己""。 库存不理想怎么转向：主件优先，辅件可替。外套/连衣裙/主上衣不断，鞋包配角可转。不许用完全不同气质硬转。",explicit_business_decision,direct_quote,domain_general,KP-service_judgment-urgent-full-look
EV-KP-service_judgment-weekend-social,Q7Q12-搭配陈列业务包/门店接客场景包.md,二、3. weekend_social + 三、4）先陈列后开口,"顾客最常见原话：""周末出去吃饭、逛街、拍照，想穿得有点感觉。"" 店员第一反应：先问是见朋友、见对象、见家人，想要松弛、精致还是显气色。 最容易卡住：第二套、第三套。因为顾客买的不是实用，是状态感。 库存不理想怎么转向：可救，但只能同气质转。不能从松弛感硬转商务感。",explicit_business_decision,direct_quote,domain_general,KP-service_judgment-weekend-social
EV-KP-training_unit-greeting-format-lock,Q7Q12-搭配陈列业务包/门店接客场景包.md,四、TrainingMaterial 承接方式正式冻结,"围绕这 10 类接客场景，首批培训只做 4 种格式： branching_scenario（分支情境训练） do_dont_contrast（Do/Don't 对照） pre_shift_micro_coaching（班前微教练） error_replay（错误先发生再倒回重来） 长视频一次讲完、统一话术灌输、PPT 录屏，默认禁用。 培训目标不是""讲得不错""，而是员工下次真遇到场景时自动跳出正确动作。",explicit_business_decision,direct_quote,domain_general,KP-training_unit-greeting-format-lock
EV-KP-service_judgment-private-outlet-needs-sales-associate-base,Q4-人设种子/phase-3-Q4-首批Persona-RoleProfile清单.md,六、6.2,如果不补，styling_advisor（穿搭顾问）这套人设会缺岗位底座，导致它虽然名字成立， 但真实感和专业度来源不清。更重要的是：对服装零售业务，门店导购的朋友圈是出货主战场—— 导购人设如果没有对应的岗位知识底座，私域内容生成就会空心。这在 Q3 新增 PrivateOutletChannel （私域出口位）之后变得尤其致命。,explicit_business_decision,direct_quote,domain_general,KP-service_judgment-private-outlet-needs-sales-associate-base
EV-KP-training_unit-founder-profile-brand-unique-layer,Q4-人设种子/phase-3-Q4-首批Persona-RoleProfile清单.md,一、1.1 + 二、2.1 + 六、6.3,"该层当前只包含 FounderProfile（创始人画像）。特点：每品牌有且仅有一份；不可复用； 服务于 founder_ip（创始人 IP）这条内容线；不进入通用 Persona（人设）编号体系。 FounderProfile（创始人画像）不是""第 4 套通用人设""，而是品牌唯一层。 对象性质不同、权限边界不同、服务题材不同，不能为了表面对称而把它硬塞进通用 Persona 体系。",explicit_business_decision,direct_quote,domain_general,KP-training_unit-founder-profile-brand-unique-layer
EV-KP-training_unit-founder-profile-soft-use-no-rename,Q4-人设种子/phase-3-Q4-首批Persona-RoleProfile清单.md,二、2.1 说明,"对于""没有明显创始人文化""的品牌（老板不愿出镜 / 加工厂转型品牌 / 多人合伙无单一创始人）， 按 Q1 §柔性使用的口径，允许不填 FounderProfile、不启用 founder_ip 题材—— 这是启用与否的问题，不是命名贴不贴的问题，不需要通过更名解决。",explicit_business_decision,direct_quote,domain_general,KP-training_unit-founder-profile-soft-use-no-rename
EV-KP-training_unit-persona-vs-roleprofile-layering,Q4-人设种子/phase-3-Q4-首批Persona-RoleProfile清单.md,六、6.1 + 四、说明,因为首批冷启动阶段，系统更需要的是少量高频、可持续、可被 Prompt / Skill / 运营反复调用的 通用人设壳，而不是一上来就把所有岗位都升格成独立 Persona。岗位本身的专业度和真实性， 应该由 RoleProfile（岗位画像）来补。这样既符合最佳工程实践，也更符合内容生产的稳定性要求。 岗位知识是人设真实感底座，这一点冷启动规划已经明确。,explicit_business_decision,direct_quote,domain_general,KP-training_unit-persona-vs-roleprofile-layering
EV-KP-training_unit-roleprofile-not-speaking-shell,Q4-人设种子/phase-3-Q4-首批Persona-RoleProfile清单.md,四、说明 + 六、6.2,"RoleProfile（岗位画像）是具体岗位知识来源，不是""说话身份壳""。它的职责是为通用 Persona（人设） 提供岗位动作、术语、困境、真实性锚点和知识素材底座。 冷启动知识底座建设规划已明确：没有岗位知识，人设会空心。",explicit_business_decision,direct_quote,domain_general,KP-training_unit-roleprofile-not-speaking-shell
EV-KP-product_attribute-persona-six-field-shell,Q4-人设种子/phase-3-Q4-参数级填充清单.md,三、字段层参数清单,Persona 的正式字段壳：role_type / life_archetype / emotional_spectrum / authenticity_anchors / topic_scope / typical_scenarios,explicit_business_decision,direct_quote,domain_general,KP-product_attribute-persona-six-field-shell
EV-KP-product_attribute-persona-field-fill-state,Q4-人设种子/phase-3-Q4-参数级填充清单.md,三、字段层参数清单 + 八、总表,已冻结/候选待填/待补证三档分类口径,explicit_business_decision,direct_quote,domain_general,KP-product_attribute-persona-field-fill-state
EV-KP-product_attribute-compatible-with-edge-properties,Q4-人设种子/phase-3-Q4-参数级填充清单.md,八 · 字段口径,support = now | enhanced | custom | unsupported / risk = low | medium | high / reason = string,explicit_business_decision,direct_quote,domain_general,KP-product_attribute-compatible-with-edge-properties
EV-KP-service_judgment-platform-derivation-not-source,Q4-人设种子/phase-3-Q4-参数级填充清单.md,五 + 范围约束,派生视图不是真源不写入图谱；不新建 ContentType × Platform 关系边；不引入 DistributionTarget,explicit_business_decision,direct_quote,domain_general,KP-service_judgment-platform-derivation-not-source
EV-KP-service_judgment-frontline-cover-public-and-private,Q4-人设种子/phase-3-Q4-参数级填充清单.md,5.4,凡首批与导购 / 门店经营强相关的内容线其派生视图必须同时覆盖公域分发位与私域出口位不得只做公域,explicit_business_decision,direct_quote,domain_general,KP-service_judgment-frontline-cover-public-and-private
EV-KP-service_judgment-derivation-formula-eight-row,Q4-人设种子/phase-3-Q4-参数级填充清单.md,5.2 + 5.3,派生公式 8 行组合规则表 → 4 档对外展示档,explicit_business_decision,direct_quote,domain_general,KP-service_judgment-derivation-formula-eight-row
EV-KP-training_unit-store-manager-rhythm-first,Q7Q12-搭配陈列业务包/岗位手感与一线判断包.md,五、1. store_manager（门店店长）,老店长不是先看这件衣服漂不漂亮而是先看今天这家店的节奏顺不顺；先看货场有没有主次再看店员有没有站位再看顾客有没有停顿最后看后场和库存能不能接住；这个岗位的核心不是会卖而是让整家店不乱；老店长一眼先看四件事,explicit_role_skill_lock,direct_quote,domain_general,KP-training_unit-store-manager-rhythm-first
EV-KP-training_unit-warehouse-supervisor-fact-not-promise,Q7Q12-搭配陈列业务包/岗位手感与一线判断包.md,五、2. warehouse_supervisor（仓库主管）,仓库主管的手感不在会整理而在能不能让前场承诺和后场事实对得上；仓库最怕前场怎么乱推：不看库存深度就承诺成套断码当齐码卖调货周期没确认就答应顾客替代款按同款卖前台卖法和后场实际货况脱节,explicit_role_skill_lock,direct_quote,domain_general,KP-training_unit-warehouse-supervisor-fact-not-promise
EV-KP-training_unit-designer-locate-defect-source,Q7Q12-搭配陈列业务包/岗位手感与一线判断包.md,五、4. designer（设计师）,设计师的手感不是会想而是知道一件衣服的问题到底出在版型面料还是细节；新人最容易学歪：把审美好当成设计成立把灵感当成可落地把改版多次理解成不专业把坚持自我理解成不听反馈,explicit_role_skill_lock,direct_quote,domain_general,KP-training_unit-designer-locate-defect-source
EV-KP-training_unit-sample-worker-rework-as-judgment,Q7Q12-搭配陈列业务包/岗位手感与一线判断包.md,五、5. sample_worker（样衣工）,做出来和做得好是两回事；返工不是丢脸是工艺判断的一部分；线迹裁片返工痕迹都是证据不是边角料；新人最容易学歪：只追求完成不追求质感只看图不看工艺单返工时只补表面不补根因以为快就是熟练,explicit_role_skill_lock,direct_quote,domain_general,KP-training_unit-sample-worker-rework-as-judgment
EV-KP-training_unit-merch-director-stylable-not-sellable,Q7Q12-搭配陈列业务包/岗位手感与一线判断包.md,五、7. merchandising_director（商品总监）,商品总监的手感在于把好看能卖可补可推适合门店这几件事同时放在一张图上看；最在意搭得好看但卖不动；只顾单套出片不顾货品结构只顾模特效果不顾普通顾客体感只顾内容传播不顾门店承接只顾主推单品不顾连带与价格带,explicit_role_skill_lock,direct_quote,domain_general,KP-training_unit-merch-director-stylable-not-sellable
EV-KP-inventory_rescue-customer-priority-six-axes,Q7Q12-搭配陈列业务包/库存与替代包.md,五、5.1 接客优先级,"5.1 接客优先级 wearability（能不能穿）→ occasion_fit（场景能不能成立）→ silhouette_match（廓形像不像） → color_family_match（色群近不近）→ price_band_match（价带稳不稳）→ fabric_detail_match（面料细节像不像） 解释：先保顾客""今天能不能用""，再保""像不像原来那件""。",explicit_business_decision,direct_quote,domain_general,KP-inventory_rescue-customer-priority-six-axes
EV-KP-inventory_rescue-display-priority-five-axes,Q7Q12-搭配陈列业务包/库存与替代包.md,五、5.2 陈列优先级,5.2 陈列优先级 story_theme_match（主题是否仍成立）→ color_story_match（色群叙事是否仍成立） → silhouette_layer_match（层次是否还成立）→ sellable_depth（可售深度够不够） → price_band_match（价带是否协调） 解释：陈列先保画面逻辑，再保卖货深度。,explicit_business_decision,direct_quote,domain_general,KP-inventory_rescue-display-priority-five-axes
EV-KP-inventory_rescue-hard-block-five-conditions,Q7Q12-搭配陈列业务包/库存与替代包.md,四、4.1 hard_block H1-H5,"4.1 hard_block（硬拦截） H1 size_unwearable（尺码不可穿）顾客核心尺码缺失，且品类高版型敏感 H2 inventory_stale（库存事实过期）last_sync 过旧，无法确认实际可售 H3 set_promise_broken（成套承诺失效）内容、陈列或导购在卖""整套感""，但关键件缺失 H4 color_mandatory_missing（强锚定颜色缺失）颜色本身就是成交条件 H5 trust_damage_substitution（替代会明显伤信任）替代后核心体感、廓形、场景已经变了还假装差不多",explicit_business_decision,direct_quote,domain_general,KP-inventory_rescue-hard-block-five-conditions
EV-KP-inventory_rescue-match-result-output-shape,Q7Q12-搭配陈列业务包/库存与替代包.md,十一、inventory_match_result + 状态枚举,inventory_match_result（库存匹配结果）每次运行 inventory_match 至少输出： match_status / inventory_state_id / decision_mode / hard_block_reason / recommended_substitution_path / display_permission_level / training_trigger_list / customer_explanation_hint 状态枚举建议：direct_match / soft_substitute / redirect_required / ha,explicit_business_decision,direct_quote,domain_general,KP-inventory_rescue-match-result-output-shape
EV-KP-inventory_rescue-shallow-vs-deep-sensing,Q7Q12-搭配陈列业务包/库存与替代包.md,七、inventory_sensing_boundary,"7.1 shallow_inventory_sensing：有货/无货 / 大概数量 / 最近同步时间。 能力上限：只能做""过滤""，做不了""前线动作指导""。 7.2 deep_inventory_sensing：哪个颜色断 / 哪个尺码断 / 核心成交码 / fit_sensitivity / 还能不能做主陈列 / rescue 还是 redirect / 是否触发培训 / 替代路径会不会伤信任。 能力目标：从""库存过滤器""升级为""前线判断器""。",explicit_business_decision,direct_quote,domain_general,KP-inventory_rescue-shallow-vs-deep-sensing
EV-KP-inventory_rescue-soft-substitute-four-paths,Q7Q12-搭配陈列业务包/库存与替代包.md,四、4.2 soft_substitute R1-R4,"4.2 soft_substitute（软替代） R1 same_sku_other_color（同款异色）最优软替代 R2 near_color_family（近色群替代）适合非强颜色锚定需求 R3 same_occasion_same_silhouette（同场景同廓形异款）高质量转向型替代 R4 same_item_new_pairing_piece（单品不变，搭配件替换）适合""主角单品仍成立""的情况",explicit_business_decision,direct_quote,domain_general,KP-inventory_rescue-soft-substitute-four-paths
EV-KP-inventory_rescue-state-catalog-six-states,Q7Q12-搭配陈列业务包/库存与替代包.md,三、inventory_state_catalog S1-S6 + 十四、A,inventory_state_catalog（库存状态清单） S1 size_complete（尺码齐全）/ S2 size_broken（断码）/ S3 color_broken（断色）/ S4 single_size_tail（单码尾货）/ S5 single_item_only（只有单品，凑不成套）/ S6 alternate_not_same_sku（有替代款但不是同款） 每条都给出：定义 / 推荐 / 陈列 / 替代深度 / 话术模式 / 直接放弃。 本包正式派生 3 张清单：A. inventory_state_catalog（库存状态清单）首批 6 条。,explicit_business_decision,direct_quote,domain_general,KP-inventory_rescue-state-catalog-six-states
EV-KP-inventory_rescue-three-sentence-discipline,Q7Q12-搭配陈列业务包/库存与替代包.md,十三、13.1 + 13.2,"13.1 三句话纪律 第一句，先讲事实，不先讲神话。 第二句，能救场就救场，不能救场就转向。 第三句，转向不了就放弃，不拿信任换一单。 13.2 三个禁止 禁止把断码款继续当""全员适推款"" 禁止把替代款说成原款 禁止为了去库存，让顾客替门店承担不合适",explicit_business_decision,direct_quote,domain_general,KP-inventory_rescue-three-sentence-discipline
EV-KP-product_attribute-persona-three-shell-coverage,Q4-人设种子/phase-3-Q4-三套通用Persona首批卡片.md,卡片1/2/3 元数据 + 本稿结论,三套通用 Persona（人设）首批卡片，候选 v0.1 先冻结为： store_operator（门店经营者）— 门店经营、秩序维护、带队复盘、后场协同 styling_advisor（穿搭顾问）— 前台接客、试穿建议、搭配判断、顾客体感翻译 product_professional（商品专业者）— 设计、打样、工艺、面料、版型、商品判断与专业叙事,explicit_business_decision,direct_quote,domain_general,KP-product_attribute-persona-three-shell-coverage
EV-KP-product_attribute-persona-shell-not-equal-role,Q4-人设种子/phase-3-Q4-三套通用Persona首批卡片.md,卡片 1/2/3 §1 + §2.1,"store_operator（门店经营者）不是""店长岗位本身""，而是一个围绕门店经营与执行秩序的通用说话身份壳。 styling_advisor（穿搭顾问）不是""会卖货的人""，而是一个把商品语言翻译成顾客体感语言的通用说话身份壳。 product_professional（商品专业者）不是""讲专业术语的人""，而是一个把产品为什么成立、为什么不成立讲清楚的通用说话身份壳。 [role_type] 由于 store_operator 是通用 Persona 壳，不宜硬填成单一岗位；冷启动阶段由其挂接岗位共同支撑。",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-persona-shell-not-equal-role
EV-KP-training_unit-persona-anti-pattern-checklist,Q4-人设种子/phase-3-Q4-三套通用Persona首批卡片.md,卡片 1/2/3 §4 最怕写成,[store_operator] 写成万能门店鸡汤号 / 只有管理口号没有真实门店动作 / 只讲前台热闹不讲后场协同 / 只有正能量没有疲惫救火复盘 [styling_advisor] 写成强推型销售话术号 / 只会夸不会排雷 / 只会说参数不会翻译成身体体感 / 像客服脚本不像一线导购 [product_professional] 只剩术语堆砌没有真实判断 / 只有专业感没有失败疲惫返工 / 像产品说明书不像活人在说话 / 像品牌宣传片不像经历过现场的人,explicit_business_decision,direct_quote,domain_general,KP-training_unit-persona-anti-pattern-checklist
EV-KP-training_unit-collect-real-action-before-script,Q4-人设种子/phase-3-Q4-首批岗位知识素材清单.md,二、2.1,岗位知识素材优先级必须是：1. 真实动作 → 2. 真实判断 → 3. 真实困境 → 4. 真实话术 → 5. 真实情绪 → 6. 再往后才是总结性表达。 否则最容易采到一堆漂亮口号，最后填不出 authenticity_anchors（真实性锚点） 与 typical_scenarios（典型场景）。,explicit_business_decision,direct_quote,domain_general,KP-training_unit-collect-real-action-before-script
EV-KP-training_unit-evidence-shape-four-types,Q4-人设种子/phase-3-Q4-首批岗位知识素材清单.md,二、2.4,每条素材至少要标清它属于哪种证据形态： 口述类：访谈、复盘、对话记录； 动作类：视频、照片、现场步骤记录； 文档类：SOP、工艺单、培训资料、表格、清单； 物证类：样衣、吊牌、货架、退货单、纸条、调货记录。 没有证据形态，只剩转述总结，可信度会大幅下降。,explicit_business_decision,direct_quote,domain_general,KP-training_unit-evidence-shape-four-types
EV-KP-training_unit-collect-failure-not-only-success,Q4-人设种子/phase-3-Q4-首批岗位知识素材清单.md,二、2.5,"如果素材全是""标准答案""和""成功案例""，系统会长出很重的 AI 味。 岗位知识尤其应该主动收：做砸过什么 / 最怕什么 / 最常卡在哪 / 哪一句最不该说 / 哪一种判断最容易失手。 这类素材最容易生成真实的 authenticity_anchors（真实性锚点）和 emotional_spectrum（情绪光谱）。",explicit_business_decision,direct_quote,domain_general,KP-training_unit-collect-failure-not-only-success
EV-KP-training_unit-role-material-five-kinds-minimum,Q4-人设种子/phase-3-Q4-首批岗位知识素材清单.md,二、2.6 + 七、结论,冷启动阶段，每个 RoleProfile（岗位画像）至少要准备以下 5 类素材： 1. 岗位日常动作清单；2. 岗位判断句 / 经验句；3. 岗位高频问题与失败案例； 4. 岗位典型场景与时间节点；5. 岗位特有物件 / 空间 / 证物。 如果还能补到第 6、7 类，会更稳：6. 岗位对话碎片；7. 岗位不能说什么 / 不该越界什么。 每岗最低要求：至少准备 5 类基础素材 + 至少拿到 3 个硬证据。,explicit_business_decision,direct_quote,domain_general,KP-training_unit-role-material-five-kinds-minimum
EV-KP-training_unit-cold-start-role-priority-frontline,Q4-人设种子/phase-3-Q4-首批岗位知识素材清单.md,四、4.1 + 4.2,P0（第一轮必须先拿到）这 4 个岗位优先级最高：sales_associate / store_manager / designer / sample_worker。因为它们分别对应：前台接客转化 / 门店经营秩序 / 设计判断 / 工艺落地。这 4 个岗位一旦有了最小素材包，三套通用 Persona 就都不会空转： styling_advisor ← sales_associate / store_operator ← store_manager / product_professional ← designer + sample_worker。 P1（第二轮补齐）：warehouse_s,explicit_business_decision,direct_quote,domain_general,KP-training_unit-cold-start-role-priority-frontline
EV-KP-product_attribute-engine-card-vs-play-card-shell,Q2-内容类型种子/_shared-narrative-engines-v0.1.md,与 13 份 ContentType 交付物的关键差异点,"玩法卡：10 字段（档位/定义/北极星/元素/分镜/服装钩子/可行性/AI/来源/备注） 引擎卡：10 字段（出处/原理/为什么高级/降维执行/分镜/服装适配/可调用ContentType/可行性/AI/备注） ""玩法是具体的、属于某个 ContentType 的；引擎是抽象的、可被多个 ContentType 复用的""。",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-engine-card-vs-play-card-shell
EV-KP-product_attribute-play-card-scenario-tag-three-values,Q2-内容类型种子/_shared-narrative-engines-v0.1.md,§H.2 β 适用场景标签,"三种取值：lead_generation（引流 / 第一层吸引消费者）/ customer_service（接客 / 第二层服务进店顾客）/ both（两者通用） 作用：为每张玩法卡（C1/C2/C3）标注其""业务层归属""，AI 生成时按当前业务场景筛选玩法 退化案例：training_material 9 张 C2/C3 全标 customer_service —— 因受众是员工 / 这是合理退化 / 不视为字段冗余 维护原则：取值枚举只在本节定义 / 单 CT 不发明新取值 / 新增取值需走""共享层升级流程""",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-play-card-scenario-tag-three-values
EV-KP-product_attribute-play-card-tier-three-values,Q2-内容类型种子/_shared-narrative-engines-v0.1.md,§J.1 玩法分级标准,"instant：单次拍摄、单条 ≤ 4 小时即可完成 / 1 人 + 手机 + ≤ 200 元 + ≤ 4 小时（基线）/ 默认调用池 long_term：需要跨天/跨周/跨月素材积累，单次拍摄合规但系列需要长期运营 / 默认调用池 + 元数据标""长期"" brand_tier：多人协作 / 跨地点采集 / 品牌预算超出个人创作基线 / 不在基线内 / 不进入默认调用池 / 仅在用户主动选择""品牌模式""时调用",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-play-card-tier-three-values
EV-KP-product_attribute-storyboard-30s-dual-decoding,Q2-内容类型种子/_shared-narrative-engines-v0.1.md,§J.3 字段语义映射标准,视频型 CT 读法（默认）：0-5 秒 / 5-10 秒 / 10-22 秒 / 22-30 秒 四段分镜内容（画面 / 声音 / 动作序列） 文案型 CT 读法（例外）：文案执行骨架四段式 —— ① 钩子标题 / ② 正文节奏 / ③ 视觉分层 / ④ CTA 或留白 实现层（Skill 层 / AI prompt 组装）解码提示：读字段前按 ContentType.production_mode + ContentType.output_format（视频 / 文案）分支；视频型走分镜解析器；文案型走文案骨架解析器；两套解析器共享字段名，解码逻辑在 Skill 层分叉,explicit_business_decision,direct_quote,domain_general,KP-product_attribute-storyboard-30s-dual-decoding
EV-KP-product_attribute-troop-facing-register-five-fields,Q2-内容类型种子/_shared-narrative-engines-v0.1.md,§H.5 兵团向口径,"类型：ContentType 受众切换口径 (audience register switching protocol) 5 字段映射：北极星 (north_star) / 服装行业钩子 (apparel_hook) / 实拍可行性 (shooting_feasibility) / 红线 (red_lines) / AI 辅助边界 (ai_boundary) —— 这 5 个字段在""兵团向""语境下读法与""消费者向""不同 作用：当 ContentType 受众是""内部员工 / 学员 / 加盟商""而非""消费者""时，5 字段语义自动切换 可扩展性裁决：用户 2026-04-14 裁决：可扩展到其他内",explicit_business_decision,direct_quote,domain_general,KP-product_attribute-troop-facing-register-five-fields
EV-KP-training_unit-ai-tone-banned-list-veto,Q2-内容类型种子/_shared-narrative-engines-v0.1.md,§H.1 α 层 9 种 AI 腔禁用清单,"类型：跨 ContentType 负面样板库 覆盖范围：所有 18 个 ContentType 在 AI 生成时强制查表 / 优先级最高的""一票否决""层 作用：AI 生成内容时，命中清单中任一条 → 直接拒绝输出，要求重写 维护原则：清单条目只在共享层维护 / 单 CT 文件不复制清单内容 / 避免漂移 使用方式：任何 ContentType 的 §F AI 辅助边界段在 v0.2 回写时引用本清单：参见共享层 H.1 α 清单",explicit_business_decision,direct_quote,domain_general,KP-training_unit-ai-tone-banned-list-veto
