mapping_id,runtime_method,input_types,output_types,governing_rules_json,brand_layer,source_pack_id
CM-store_training-KP-service_judgment-shape-correction,store_training,"[""TrainingMaterial""]","[""TrainingScript""]","{""governed_by"":[""RL-KP-service_judgment-shape-correction""]}",domain_general,KP-service_judgment-shape-correction
CM-outfit_recommendation-KP-service_judgment-shape-correction,outfit_recommendation,"[""CustomerScenario"",""Product""]","[""StylingRule""]","{""governed_by"":[""RL-KP-service_judgment-shape-correction""]}",domain_general,KP-service_judgment-shape-correction
CM-store_training-KP-service_judgment-urgent-full-look,store_training,"[""TrainingMaterial""]","[""TrainingScript""]","{""governed_by"":[""RL-KP-service_judgment-urgent-full-look""]}",domain_general,KP-service_judgment-urgent-full-look
CM-outfit_recommendation-KP-service_judgment-urgent-full-look,outfit_recommendation,"[""CustomerScenario"",""Product""]","[""StylingRule""]","{""governed_by"":[""RL-KP-service_judgment-urgent-full-look""]}",domain_general,KP-service_judgment-urgent-full-look
CM-store_training-KP-service_judgment-weekend-social,store_training,"[""TrainingMaterial""]","[""TrainingScript""]","{""governed_by"":[""RL-KP-service_judgment-weekend-social""]}",domain_general,KP-service_judgment-weekend-social
CM-display_guidance-KP-service_judgment-weekend-social,display_guidance,"[""DisplayGuide""]","[""DisplayPlan""]","{""governed_by"":[""RL-KP-service_judgment-weekend-social""]}",domain_general,KP-service_judgment-weekend-social
CM-store_training-KP-training_unit-greeting-format-lock,store_training,"[""TrainingMaterial""]","[""TrainingScript""]","{""governed_by"":[""RL-KP-training_unit-greeting-format-lock""]}",domain_general,KP-training_unit-greeting-format-lock
CM-content_generation-KP-service_judgment-private-outlet-needs-sales-associate-base,content_generation,"[""Persona"", ""RoleProfile"", ""PrivateOutletChannel""]","[""PrivateChannelContent""]","{""governed_by"": [""RL-KP-service_judgment-private-outlet-needs-sales-associate-base""]}",domain_general,KP-service_judgment-private-outlet-needs-sales-associate-base
CM-content_generation-KP-training_unit-founder-profile-brand-unique-layer,content_generation,"[""Persona"", ""ContentType""]","[""PersonaBindingValidation""]","{""governed_by"": [""RL-KP-training_unit-founder-profile-brand-unique-layer""]}",domain_general,KP-training_unit-founder-profile-brand-unique-layer
CM-content_generation-KP-training_unit-founder-profile-soft-use-no-rename,content_generation,"[""Persona""]","[""FounderProfileEnablementValidation""]","{""governed_by"": [""RL-KP-training_unit-founder-profile-soft-use-no-rename""]}",domain_general,KP-training_unit-founder-profile-soft-use-no-rename
CM-content_generation-KP-training_unit-persona-vs-roleprofile-layering,content_generation,"[""Persona"", ""RoleProfile""]","[""PersonaCountValidation""]","{""governed_by"": [""RL-KP-training_unit-persona-vs-roleprofile-layering""]}",domain_general,KP-training_unit-persona-vs-roleprofile-layering
CM-content_generation-KP-training_unit-roleprofile-not-speaking-shell,content_generation,"[""Persona"", ""RoleProfile""]","[""PersonaRoleBindingValidation""]","{""governed_by"": [""RL-KP-training_unit-roleprofile-not-speaking-shell""]}",domain_general,KP-training_unit-roleprofile-not-speaking-shell
CM-platform_adaptation-KP-service_judgment-platform-derivation-not-source,platform_adaptation,"[""Persona"",""ContentType"",""PlatformTone"",""PrivateOutletChannel""]","[""CallMapping""]","[""RL-KP-service_judgment-platform-derivation-not-source""]",domain_general,KP-service_judgment-platform-derivation-not-source
CM-platform_adaptation-KP-service_judgment-frontline-cover-public-and-private,platform_adaptation,"[""Persona"",""ContentType""]","[""PlatformTone"",""PrivateOutletChannel""]","[""RL-KP-service_judgment-frontline-cover-public-and-private""]",domain_general,KP-service_judgment-frontline-cover-public-and-private
CM-platform_adaptation-KP-service_judgment-derivation-formula-eight-row,platform_adaptation,"[""Persona"",""ContentType"",""PlatformTone"",""PrivateOutletChannel""]","[""CallMapping""]","[""RL-KP-service_judgment-derivation-formula-eight-row""]",domain_general,KP-service_judgment-derivation-formula-eight-row
CM-store_training-KP-training_unit-store-manager-rhythm-first,store_training,"[""RoleProfile"",""StoreContext""]","[""TrainingMaterial""]","{""rules"":[""RL-KP-training_unit-store-manager-rhythm-first""],""role"":""store_manager""}",domain_general,KP-training_unit-store-manager-rhythm-first
CM-store_training-KP-training_unit-warehouse-supervisor-fact-not-promise,store_training,"[""RoleProfile"",""InventoryState""]","[""TrainingMaterial""]","{""rules"":[""RL-KP-training_unit-warehouse-supervisor-fact-not-promise""],""role"":""warehouse_supervisor""}",domain_general,KP-training_unit-warehouse-supervisor-fact-not-promise
CM-store_training-KP-training_unit-designer-locate-defect-source,store_training,"[""RoleProfile"",""SampleEval""]","[""TrainingMaterial""]","{""rules"":[""RL-KP-training_unit-designer-locate-defect-source""],""role"":""designer""}",domain_general,KP-training_unit-designer-locate-defect-source
CM-store_training-KP-training_unit-sample-worker-rework-as-judgment,store_training,"[""RoleProfile"",""ReworkContext""]","[""TrainingMaterial""]","{""rules"":[""RL-KP-training_unit-sample-worker-rework-as-judgment""],""role"":""sample_worker""}",domain_general,KP-training_unit-sample-worker-rework-as-judgment
CM-store_training-KP-training_unit-merch-director-stylable-not-sellable,store_training,"[""RoleProfile"",""MerchPlanContext""]","[""TrainingMaterial""]","{""rules"":[""RL-KP-training_unit-merch-director-stylable-not-sellable""],""role"":""merchandising_director""}",domain_general,KP-training_unit-merch-director-stylable-not-sellable
CM-inventory_rescue-KP-inventory_rescue-customer-priority-six-axes,inventory_rescue,"[""InventoryState"", ""Product"", ""CustomerScenario""]","[""SubstitutionPlan""]","{""governed_by"": [""RL-KP-inventory_rescue-customer-priority-six-axes""]}",domain_general,KP-inventory_rescue-customer-priority-six-axes
CM-outfit_recommendation-KP-inventory_rescue-customer-priority-six-axes,outfit_recommendation,"[""Product"", ""CustomerScenario"", ""InventoryState""]","[""OutfitPlan""]","{""governed_by"": [""RL-KP-inventory_rescue-customer-priority-six-axes""]}",domain_general,KP-inventory_rescue-customer-priority-six-axes
CM-display_guidance-KP-inventory_rescue-display-priority-five-axes,display_guidance,"[""DisplayGuide"", ""InventoryState""]","[""DisplayPlan""]","{""governed_by"": [""RL-KP-inventory_rescue-display-priority-five-axes""]}",domain_general,KP-inventory_rescue-display-priority-five-axes
CM-inventory_rescue-KP-inventory_rescue-display-priority-five-axes,inventory_rescue,"[""InventoryState"", ""DisplayGuide""]","[""SubstitutionPlan""]","{""governed_by"": [""RL-KP-inventory_rescue-display-priority-five-axes""]}",domain_general,KP-inventory_rescue-display-priority-five-axes
CM-inventory_rescue-KP-inventory_rescue-hard-block-five-conditions,inventory_rescue,"[""InventoryState"", ""Product""]","[""HardBlockDecision""]","{""governed_by"": [""RL-KP-inventory_rescue-hard-block-five-conditions""]}",domain_general,KP-inventory_rescue-hard-block-five-conditions
CM-outfit_recommendation-KP-inventory_rescue-hard-block-five-conditions,outfit_recommendation,"[""Product"", ""InventoryState""]","[""OutfitPlan"", ""HardBlockDecision""]","{""governed_by"": [""RL-KP-inventory_rescue-hard-block-five-conditions""]}",domain_general,KP-inventory_rescue-hard-block-five-conditions
CM-inventory_rescue-KP-inventory_rescue-match-result-output-shape,inventory_rescue,"[""Product"", ""InventoryState"", ""CustomerScenario""]","[""InventoryMatchResult""]","{""governed_by"": [""RL-KP-inventory_rescue-match-result-output-shape""]}",domain_general,KP-inventory_rescue-match-result-output-shape
CM-inventory_rescue-KP-inventory_rescue-shallow-vs-deep-sensing,inventory_rescue,"[""InventoryState""]","[""SensingLayerCheck""]","{""governed_by"": [""RL-KP-inventory_rescue-shallow-vs-deep-sensing""]}",domain_general,KP-inventory_rescue-shallow-vs-deep-sensing
CM-inventory_rescue-KP-inventory_rescue-soft-substitute-four-paths,inventory_rescue,"[""InventoryState"", ""Product""]","[""SubstitutionPlan""]","{""governed_by"": [""RL-KP-inventory_rescue-soft-substitute-four-paths""]}",domain_general,KP-inventory_rescue-soft-substitute-four-paths
CM-outfit_recommendation-KP-inventory_rescue-soft-substitute-four-paths,outfit_recommendation,"[""Product"", ""InventoryState"", ""CustomerScenario""]","[""OutfitPlan""]","{""governed_by"": [""RL-KP-inventory_rescue-soft-substitute-four-paths""]}",domain_general,KP-inventory_rescue-soft-substitute-four-paths
CM-inventory_rescue-KP-inventory_rescue-state-catalog-six-states,inventory_rescue,"[""InventoryState"", ""Product""]","[""SubstitutionPlan"", ""RescueScript""]","{""governed_by"": [""RL-KP-inventory_rescue-state-catalog-six-states""]}",domain_general,KP-inventory_rescue-state-catalog-six-states
CM-display_guidance-KP-inventory_rescue-state-catalog-six-states,display_guidance,"[""DisplayGuide"", ""InventoryState""]","[""DisplayPlan""]","{""governed_by"": [""RL-KP-inventory_rescue-state-catalog-six-states""]}",domain_general,KP-inventory_rescue-state-catalog-six-states
CM-inventory_rescue-KP-inventory_rescue-three-sentence-discipline,inventory_rescue,"[""InventoryState"", ""CustomerScenario""]","[""RescueScript""]","{""governed_by"": [""RL-KP-inventory_rescue-three-sentence-discipline""]}",domain_general,KP-inventory_rescue-three-sentence-discipline
CM-store_training-KP-inventory_rescue-three-sentence-discipline,store_training,"[""TrainingMaterial""]","[""TrainingScript""]","{""governed_by"": [""RL-KP-inventory_rescue-three-sentence-discipline""]}",domain_general,KP-inventory_rescue-three-sentence-discipline
CM-content_generation-KP-training_unit-persona-anti-pattern-checklist,content_generation,"[""Persona"", ""TrainingMaterial""]","[""AntiPatternCheckResult""]","{""governed_by"": [""RL-KP-training_unit-persona-anti-pattern-checklist""]}",domain_general,KP-training_unit-persona-anti-pattern-checklist
CM-store_training-KP-training_unit-collect-real-action-before-script,store_training,"[""RoleProfile"", ""TrainingMaterial""]","[""MaterialCollectionGuide""]","{""governed_by"": [""RL-KP-training_unit-collect-real-action-before-script""]}",domain_general,KP-training_unit-collect-real-action-before-script
CM-store_training-KP-training_unit-evidence-shape-four-types,store_training,"[""TrainingMaterial"", ""Evidence""]","[""EvidenceShapeAuditReport""]","{""governed_by"": [""RL-KP-training_unit-evidence-shape-four-types""]}",domain_general,KP-training_unit-evidence-shape-four-types
CM-store_training-KP-training_unit-collect-failure-not-only-success,store_training,"[""RoleProfile"", ""TrainingMaterial""]","[""FailureMaterialAuditReport""]","{""governed_by"": [""RL-KP-training_unit-collect-failure-not-only-success""]}",domain_general,KP-training_unit-collect-failure-not-only-success
CM-store_training-KP-training_unit-role-material-five-kinds-minimum,store_training,"[""RoleProfile"", ""TrainingMaterial""]","[""RoleMaterialCompletenessReport""]","{""governed_by"": [""RL-KP-training_unit-role-material-five-kinds-minimum""]}",domain_general,KP-training_unit-role-material-five-kinds-minimum
CM-store_training-KP-training_unit-cold-start-role-priority-frontline,store_training,"[""RoleProfile"", ""Persona""]","[""ColdStartRoleSchedule""]","{""governed_by"": [""RL-KP-training_unit-cold-start-role-priority-frontline""]}",domain_general,KP-training_unit-cold-start-role-priority-frontline
CM-content_generation-KP-training_unit-ai-tone-banned-list-veto,content_generation,ai_draft,veto_or_pass,"{""governed_by"": [""RL-KP-training_unit-ai-tone-banned-list-veto""]}",domain_general,KP-training_unit-ai-tone-banned-list-veto
CM-content_generation-KP-training_unit-grounding-over-polish-default,content_generation,user_intent + content_type,ranked_play_card_list,"{""governed_by"": [""RL-KP-training_unit-grounding-over-polish-default""]}",domain_general,KP-training_unit-grounding-over-polish-default
CM-content_generation-KP-training_unit-enterprise-narrative-anti-ai-tone,content_generation,"[""Persona"", ""ContentType""]","[""Content""]","{""governed_by"": [""RL-KP-training_unit-enterprise-narrative-anti-ai-tone""]}",domain_general,KP-training_unit-enterprise-narrative-anti-ai-tone
CM-content_generation-KP-training_unit-enterprise-narrative-object-witness-over-talking-head,content_generation,"[""Persona"", ""ContentType""]","[""Content""]","{""governed_by"": [""RL-KP-training_unit-enterprise-narrative-object-witness-over-talking-head""]}",domain_general,KP-training_unit-enterprise-narrative-object-witness-over-talking-head
CM-content_generation-KP-training_unit-enterprise-narrative-north-star-first,content_generation,"[""Persona"", ""ContentType""]","[""Content""]","{""governed_by"": [""RL-KP-training_unit-enterprise-narrative-north-star-first""]}",domain_general,KP-training_unit-enterprise-narrative-north-star-first
CM-content_generation-concrete-action-over-adjective,content_generation,"[""ContentType""]","[""Content""]","{""governed_by"": [""RL-KP-training_unit-concrete-action-over-adjective""]}",domain_general,KP-training_unit-concrete-action-over-adjective
CM-content_generation-template-saturation-anti-pattern,content_generation,"[""ContentType""]","[""Content""]","{""governed_by"": [""RL-KP-training_unit-content-template-saturation-anti-pattern""]}",domain_general,KP-training_unit-content-template-saturation-anti-pattern
CM-content_generation-kuleshov-edit,content_generation,"[""ContentType""]","[""Content""]","{""governed_by"": [""RL-KP-training_unit-kuleshov-context-driven-emotion-edit""]}",domain_general,KP-training_unit-kuleshov-context-driven-emotion-edit
CM-content_generation-objection-clearing,content_generation,"[""ContentType""]","[""Content""]","{""governed_by"": [""RL-KP-training_unit-objection-clearing-over-selling-points""]}",domain_general,KP-training_unit-objection-clearing-over-selling-points
CM-store_training-objection-clearing,store_training,"[""ContentType""]","[""Content""]","{""governed_by"": [""RL-KP-training_unit-objection-clearing-over-selling-points""]}",domain_general,KP-training_unit-objection-clearing-over-selling-points
CM-content_generation-relational-witness,content_generation,"[""ContentType""]","[""Content""]","{""governed_by"": [""RL-KP-training_unit-relational-witness-over-monologue""]}",domain_general,KP-training_unit-relational-witness-over-monologue
CM-content_generation-silence-as-pattern-interrupt,content_generation,"[""ContentType""]","[""Content""]","{""governed_by"": [""RL-KP-training_unit-silence-as-pattern-interrupt""]}",domain_general,KP-training_unit-silence-as-pattern-interrupt
CM-content_generation-tactile-cue,content_generation,"[""ContentType""]","[""Content""]","{""governed_by"": [""RL-KP-training_unit-tactile-cue-language-online-compensation""]}",domain_general,KP-training_unit-tactile-cue-language-online-compensation
CM-content_generation-KP-product_attribute-content-type-north-star-behind-scenes,content_generation,ContentType,ContentTypePlayCardEligibility,"{""governed_by"": [""RL-KP-product_attribute-content-type-north-star-behind-scenes""]}",domain_general,KP-product_attribute-content-type-north-star-behind-scenes
CM-content_generation-KP-product_attribute-content-type-north-star-daily-fragment,content_generation,ContentType,ContentTypePlayCardEligibility,"{""governed_by"": [""RL-KP-product_attribute-content-type-north-star-daily-fragment""]}",domain_general,KP-product_attribute-content-type-north-star-daily-fragment
CM-content_generation-KP-product_attribute-content-type-north-star-outfit-of-the-day,content_generation,ContentType,ContentTypePlayCardEligibility,"{""governed_by"": [""RL-KP-product_attribute-content-type-north-star-outfit-of-the-day""]}",domain_general,KP-product_attribute-content-type-north-star-outfit-of-the-day
CM-content_generation-KP-product_attribute-content-type-north-star-personal-vlog,content_generation,ContentType,ContentTypePlayCardEligibility,"{""governed_by"": [""RL-KP-product_attribute-content-type-north-star-personal-vlog""]}",domain_general,KP-product_attribute-content-type-north-star-personal-vlog
CM-content_generation-KP-product_attribute-content-type-north-star-role-work-vlog,content_generation,ContentType,ContentTypePlayCardEligibility,"{""governed_by"": [""RL-KP-product_attribute-content-type-north-star-role-work-vlog""]}",domain_general,KP-product_attribute-content-type-north-star-role-work-vlog
CM-content_generation-KP-service_judgment-store-daily-three-required-elements,content_generation,ContentType,ContentTypeRoutingDecision,"{""governed_by"": [""RL-KP-service_judgment-store-daily-three-required-elements""]}",domain_general,KP-service_judgment-store-daily-three-required-elements
CM-platform_adaptation-KP-service_judgment-store-daily-three-required-elements,platform_adaptation,ContentType,ContentTypeRoutingDecision,"{""governed_by"": [""RL-KP-service_judgment-store-daily-three-required-elements""]}",domain_general,KP-service_judgment-store-daily-three-required-elements
CM-content_generation-KP-training_unit-emotion-expression-9-ai-tone-banlist,content_generation,"[""GeneratedContent"",""ContentType""]","[""ValidationResult""]","[""RL-KP-training_unit-emotion-expression-9-ai-tone-banlist""]",domain_general,KP-training_unit-emotion-expression-9-ai-tone-banlist
CM-content_generation-KP-training_unit-emotion-expression-truth-3-questions-prepublish,content_generation,"[""GeneratedContent"",""ContentType""]","[""ValidationResult"",""DowngradeSuggestion""]","[""RL-KP-training_unit-emotion-expression-truth-3-questions-prepublish""]",domain_general,KP-training_unit-emotion-expression-truth-3-questions-prepublish
CM-content_generation-KP-training_unit-event-documentary-failure-perspective,content_generation,"[""EventState"",""ContentType""]","[""PlayCardSelection""]","[""RL-KP-training_unit-event-documentary-failure-perspective""]",domain_general,KP-training_unit-event-documentary-failure-perspective
CM-content_generation-KP-product_attribute-content-type-north-star-founder-ip,content_generation,ContentType,ContentTypePlayCardEligibility,"{""governed_by"": [""RL-KP-product_attribute-content-type-north-star-founder-ip""]}",domain_general,KP-product_attribute-content-type-north-star-founder-ip
CM-content_generation-KP-product_attribute-content-type-north-star-knowledge-sharing,content_generation,ContentType,ContentTypePlayCardEligibility,"{""governed_by"": [""RL-KP-product_attribute-content-type-north-star-knowledge-sharing""]}",domain_general,KP-product_attribute-content-type-north-star-knowledge-sharing
CM-content_generation-KP-product_attribute-content-type-north-star-talent-showcase,content_generation,ContentType,ContentTypePlayCardEligibility,"{""governed_by"": [""RL-KP-product_attribute-content-type-north-star-talent-showcase""]}",domain_general,KP-product_attribute-content-type-north-star-talent-showcase
CM-content_generation-KP-product_attribute-content-type-north-star-training-material,content_generation,ContentType,ContentTypePlayCardEligibility,"{""governed_by"": [""RL-KP-product_attribute-content-type-north-star-training-material""]}",domain_general,KP-product_attribute-content-type-north-star-training-material
CM-store_training-KP-product_attribute-content-type-north-star-training-material,store_training,ContentType,TrainingMaterialEligibility,"{""governed_by"": [""RL-KP-product_attribute-content-type-north-star-training-material""]}",domain_general,KP-product_attribute-content-type-north-star-training-material
CM-content_generation-KP-styling_rule-behind-scenes-invisible-completion-cost,content_generation,ContentType+LaborSceneCatalog,PlayCardScript,"{""governed_by"": [""RL-KP-styling_rule-behind-scenes-invisible-completion-cost""]}",domain_general,KP-styling_rule-behind-scenes-invisible-completion-cost
CM-content_generation-KP-styling_rule-old-sample-as-error-archive,content_generation,ContentType=founder_ip,PlayCardPriority,"{""governed_by"": [""RL-KP-styling_rule-old-sample-as-error-archive""]}",domain_general,KP-styling_rule-old-sample-as-error-archive
CM-content_generation-KP-styling_rule-talent-showcase-micro-skill-hundred-reps,content_generation,ContentType+ApparelMicroSkill,PlayCardScript,"{""governed_by"": [""RL-KP-styling_rule-talent-showcase-micro-skill-hundred-reps""]}",domain_general,KP-styling_rule-talent-showcase-micro-skill-hundred-reps
CM-store_training-KP-training_unit-error-first-then-correct-replay,store_training,HighFrequencyFailureScenario,TrainingScript_30s,"{""governed_by"": [""RL-KP-training_unit-error-first-then-correct-replay""]}",domain_general,KP-training_unit-error-first-then-correct-replay
CM-content_generation-KP-training_unit-error-first-then-correct-replay,content_generation,ContentType+TrainingScenario,PlayCardScript,"{""governed_by"": [""RL-KP-training_unit-error-first-then-correct-replay""]}",domain_general,KP-training_unit-error-first-then-correct-replay
CM-content_generation-KP-training_unit-event-documentary-long-term-tier-discipline,content_generation,"[""PlayCard"",""CreatorCapacity""]","[""TierFilteredPlayCardList""]","[""RL-KP-training_unit-event-documentary-long-term-tier-discipline""]",domain_general,KP-training_unit-event-documentary-long-term-tier-discipline
CM-content_generation-KP-training_unit-humor-content-brand-tone-gate-for-puppetry,content_generation,"[""PlayCard"",""BrandPersonaTone""]","[""GateResult""]","[""RL-KP-training_unit-humor-content-brand-tone-gate-for-puppetry""]",domain_general,KP-training_unit-humor-content-brand-tone-gate-for-puppetry
CM-content_generation-KP-training_unit-humor-content-clothing-as-persona-switch,content_generation,"[""ContentType"",""BrandTone""]","[""PlayCardSelection""]","[""RL-KP-training_unit-humor-content-clothing-as-persona-switch""]",domain_general,KP-training_unit-humor-content-clothing-as-persona-switch
CM-content_generation-KP-training_unit-lifestyle-expression-old-defines-premium,content_generation,"[""ContentType"",""BrandPositioning""]","[""PlayCardSelection""]","[""RL-KP-training_unit-lifestyle-expression-old-defines-premium""]",domain_general,KP-training_unit-lifestyle-expression-old-defines-premium
CM-content_generation-KP-training_unit-lifestyle-expression-values-via-rejection,content_generation,"[""ContentType"",""CreatorContext""]","[""PlayCardSelection""]","[""RL-KP-training_unit-lifestyle-expression-values-via-rejection""]",domain_general,KP-training_unit-lifestyle-expression-values-via-rejection
CM-content_generation-KP-training_unit-process-trace-stop-the-bad-one-builds-trust,content_generation,"[""ContentType"",""BrandQCTransparency""]","[""PlayCardSelection""]","[""RL-KP-training_unit-process-trace-stop-the-bad-one-builds-trust""]",domain_general,KP-training_unit-process-trace-stop-the-bad-one-builds-trust
CM-store_training-KP-training_unit-sop-asmr-procedural-memory,store_training,VisualSOP,ASMRTrainingScript_20to60s,"{""governed_by"": [""RL-KP-training_unit-sop-asmr-procedural-memory""]}",domain_general,KP-training_unit-sop-asmr-procedural-memory
CM-content_generation-KP-training_unit-sop-asmr-procedural-memory,content_generation,ContentType+SOP,PlayCardScript,"{""governed_by"": [""RL-KP-training_unit-sop-asmr-procedural-memory""]}",domain_general,KP-training_unit-sop-asmr-procedural-memory
CM-content_generation-KP-training_unit-talent-showcase-rescue-not-show-off,content_generation,"[""ContentType"",""CreatorContext""]","[""PlayCardSelection""]","[""RL-KP-training_unit-talent-showcase-rescue-not-show-off""]",domain_general,KP-training_unit-talent-showcase-rescue-not-show-off
CM-content_generation-KP-product_attribute-content-type-north-star-emotion-expression,content_generation,ContentType,ContentTypePlayCardEligibility,"{""governed_by"": [""RL-KP-product_attribute-content-type-north-star-emotion-expression""]}",domain_general,KP-product_attribute-content-type-north-star-emotion-expression
CM-content_generation-KP-product_attribute-content-type-north-star-process-trace,content_generation,ContentType,ContentTypePlayCardEligibility,"{""governed_by"": [""RL-KP-product_attribute-content-type-north-star-process-trace""]}",domain_general,KP-product_attribute-content-type-north-star-process-trace
CM-content_generation-KP-product_attribute-content-type-north-star-product-copy-general,content_generation,ContentType,ContentTypePlayCardEligibility,"{""governed_by"": [""RL-KP-product_attribute-content-type-north-star-product-copy-general""]}",domain_general,KP-product_attribute-content-type-north-star-product-copy-general
CM-content_generation-KP-product_attribute-content-type-north-star-product-journey,content_generation,ContentType,ContentTypePlayCardEligibility,"{""governed_by"": [""RL-KP-product_attribute-content-type-north-star-product-journey""]}",domain_general,KP-product_attribute-content-type-north-star-product-journey
CM-content_generation-KP-product_attribute-content-type-north-star-product-review,content_generation,ContentType,ContentTypePlayCardEligibility,"{""governed_by"": [""RL-KP-product_attribute-content-type-north-star-product-review""]}",domain_general,KP-product_attribute-content-type-north-star-product-review
CM-content_generation-KP-product_attribute-pcg-five-voice-archetypes,content_generation,"ContentType=product_copy_general,brand_personality",voice_archetype_choice,"{""governed_by"": [""RL-KP-product_attribute-pcg-five-voice-archetypes""]}",domain_general,KP-product_attribute-pcg-five-voice-archetypes
CM-content_generation-KP-styling_rule-daily-fragment-no-face-traces,content_generation,ContentType+TraceObjectCatalog,PlayCardScript,"{""governed_by"": [""RL-KP-styling_rule-daily-fragment-no-face-traces""]}",domain_general,KP-styling_rule-daily-fragment-no-face-traces
CM-content_generation-KP-styling_rule-emotion-expression-clothes-as-emotion-vessel,content_generation,ContentType+ApparelCompanionCategory,PlayCardScript_30s,"{""governed_by"": [""RL-KP-styling_rule-emotion-expression-clothes-as-emotion-vessel""]}",domain_general,KP-styling_rule-emotion-expression-clothes-as-emotion-vessel
CM-content_generation-KP-styling_rule-ootd-clothes-remember-today,content_generation,ContentType+DurableApparelMain,PlayCardScript_4timeSlots,"{""governed_by"": [""RL-KP-styling_rule-ootd-clothes-remember-today""]}",domain_general,KP-styling_rule-ootd-clothes-remember-today
CM-content_generation-KP-styling_rule-pcg-moment-over-category,content_generation,ContentType=product_copy_general,FirstScreenStructure,"{""governed_by"": [""RL-KP-styling_rule-pcg-moment-over-category""]}",domain_general,KP-styling_rule-pcg-moment-over-category
CM-content_generation-KP-styling_rule-process-trace-rejected-garment,content_generation,ContentType=process_trace,PlayCardPriority,"{""governed_by"": [""RL-KP-styling_rule-process-trace-rejected-garment""]}",domain_general,KP-styling_rule-process-trace-rejected-garment
CM-content_generation-KP-styling_rule-process-trace-single-hard-fake-step,content_generation,ContentType=process_trace,PlayCardPriority,"{""governed_by"": [""RL-KP-styling_rule-process-trace-single-hard-fake-step""]}",domain_general,KP-styling_rule-process-trace-single-hard-fake-step
CM-content_generation-KP-styling_rule-product-journey-sample-version-tree,content_generation,ContentType=product_journey,PlayCardPriority,"{""governed_by"": [""RL-KP-styling_rule-product-journey-sample-version-tree""]}",domain_general,KP-styling_rule-product-journey-sample-version-tree
CM-content_generation-KP-training_unit-knowledge-not-teacher-but-event,content_generation,ContentType=knowledge_sharing,OpenStructureChoice,"{""governed_by"": [""RL-KP-training_unit-knowledge-not-teacher-but-event""]}",domain_general,KP-training_unit-knowledge-not-teacher-but-event
CM-content_generation-KP-training_unit-product-review-anti-filter-pledge,content_generation,ContentType=product_review,OpenStructureBaseline,"{""governed_by"": [""RL-KP-training_unit-product-review-anti-filter-pledge""]}",domain_general,KP-training_unit-product-review-anti-filter-pledge
CM-content_generation-KP-styling_rule-product-journey-vs-process-trace-boundary,content_generation,ContentMaterial,ContentTypeRouting,"{""governed_by"": [""RL-KP-styling_rule-product-journey-vs-process-trace-boundary""]}",domain_general,KP-styling_rule-product-journey-vs-process-trace-boundary
CM-schema_design-KP-product_attribute-compatibility-matrix-two-layer-truth-source,schema_design,"Persona,ContentType,PlatformTone,PrivateOutletChannel",MatrixTruthSourceLayeringDecision,"{""governed_by"": [""RL-KP-product_attribute-compatibility-matrix-two-layer-truth-source""]}",domain_general,KP-product_attribute-compatibility-matrix-two-layer-truth-source
CM-edge_validation-KP-product_attribute-compatibility-edge-support-risk-reason-shell,edge_validation,CompatibilityEdgeRecord,EdgeShellComplianceResult,"{""governed_by"": [""RL-KP-product_attribute-compatibility-edge-support-risk-reason-shell""]}",domain_general,KP-product_attribute-compatibility-edge-support-risk-reason-shell
CM-capability_discovery-KP-product_attribute-compatibility-derived-view-combination-formula,capability_discovery,"Persona,ContentType,PlatformTone|PrivateOutletChannel",PersonaContentTypePlatformDerivedView,"{""governed_by"": [""RL-KP-product_attribute-compatibility-derived-view-combination-formula""]}",domain_general,KP-product_attribute-compatibility-derived-view-combination-formula
CM-schema_validation-KP-product_attribute-compat-matrix-truth-source-layering,schema_validation,ProposedRelationEdge,EdgeAdmissionDecision,"{""governed_by"": [""RL-KP-product_attribute-compat-matrix-truth-source-layering""]}",domain_general,KP-product_attribute-compat-matrix-truth-source-layering
CM-platform_adaptation-KP-product_attribute-platform-tone-vs-private-outlet-channel-parallel,platform_adaptation,"[""Persona"", ""ContentType""]","[""PlatformTone"", ""PrivateOutletChannel""]","{""governed_by"": [""RL-KP-product_attribute-platform-tone-vs-private-outlet-channel-parallel""]}",domain_general,KP-product_attribute-platform-tone-vs-private-outlet-channel-parallel
CM-platform_adaptation-KP-service_judgment-derived-view-risk-inherits-from-source-edge,platform_adaptation,"[""Persona"", ""ContentType"", ""PlatformTone"", ""PrivateOutletChannel""]","[""CallMapping""]","{""governed_by"": [""RL-KP-service_judgment-derived-view-risk-inherits-from-source-edge""]}",domain_general,KP-service_judgment-derived-view-risk-inherits-from-source-edge
CM-customer_service-KP-service_judgment-product-review-concerns-clearance-on-spot,customer_service,CustomerConcerns+ProductSKU,OnSpotTestScript,"{""governed_by"": [""RL-KP-service_judgment-product-review-concerns-clearance-on-spot""]}",domain_general,KP-service_judgment-product-review-concerns-clearance-on-spot
CM-content_generation-KP-styling_rule-behind-scenes-parallel-split-screen,content_generation,ContentType+SyncContrastMomentCatalog,PlayCardScript,"{""governed_by"": [""RL-KP-styling_rule-behind-scenes-parallel-split-screen""]}",domain_general,KP-styling_rule-behind-scenes-parallel-split-screen
CM-content_generation-KP-styling_rule-behind-scenes-store-soundprint,content_generation,ContentType+StoreSoundCatalog,PlayCardScript,"{""governed_by"": [""RL-KP-styling_rule-behind-scenes-store-soundprint""]}",domain_general,KP-styling_rule-behind-scenes-store-soundprint
